Bat,Rotor,Height,ResPolBat,ResPolRot,desC,operC,resC,c1,c2,c3,c_cum
0,2,100,0,0,2000,-14464451.119216437,25048.184755668768,0,0,0,0
0,2,110,0,0,2000,-14461943.073690677,24948.45644258911,0,0,1,1
0,2,120,0,0,2000,-14460035.440430803,24859.996712335887,0,0,1,1
1,0,10,0,0,300,228106202.41285232,104280.29788593677,1,1,0,1
1,0,20,0,0,300,5689197.847654745,82011.91412974542,1,1,0,1
1,0,30,0,0,300,-14610321.083252814,46094.7909133463,0,0,0,0
1,0,40,0,0,300,-14540181.657845022,30357.233494691496,0,0,0,0
1,0,50,0,0,300,-14507731.633957556,30268.879646595982,0,0,0,0
1,0,60,0,0,300,-14490157.118446877,14879.134764889084,0,0,0,0
1,0,70,0,0,300,-14479503.616367515,14801.91654739575,0,0,0,0
1,0,80,0,0,300,-14472579.849289693,11467.00333508448,0,0,0,0
1,0,90,0,0,300,-14467840.707361134,11433.867197311727,0,0,0,0
1,0,100,0,0,300,-14464451.119216437,11400.475634322112,0,0,0,0
1,0,110,0,0,300,-14461943.073690677,11364.912114420393,0,0,1,1
1,0,120,0,0,300,-14460035.440430803,11333.242815629153,0,0,1,1
1,1,10,0,0,1300,230411202.3873568,106404.009957377,1,1,0,1
1,1,20,0,0,1300,224624301.6238531,104630.73319379578,1,1,0,1
1,1,30,0,0,1300,6389678.916747186,82973.9569046339,1,1,0,1
1,1,40,0,0,1300,-14540181.657845022,34321.29695000332,0,0,0,0
1,1,50,0,0,1300,-14507731.633957556,34093.160136490165,0,0,0,0
1,1,60,0,0,1300,-14490157.118446877,29623.388841699558,0,0,0,0
1,1,70,0,0,1300,-14479503.616367515,29536.880117825942,0,0,0,0
1,1,80,0,0,1300,-14472579.849289693,12557.975228735242,0,0,0,0
1,1,90,0,0,1300,-14467840.707361134,12517.374201451934,0,0,0,0
1,1,100,0,0,1300,-14464451.119216437,12477.91329844589,0,0,0,0
1,1,110,0,0,1300,-14461943.073690677,12439.817361810416,0,0,1,1
1,1,120,0,0,1300,-14460035.440430803,12405.527577377014,0,0,1,1
1,2,10,0,0,2300,231781202.37313592,108355.57002506919,1,1,0,1
1,2,20,0,0,2300,227609301.6222946,106844.96178076684,1,1,0,1
1,2,30,0,0,2300,223547001.3833551,105260.64706611978,1,1,0,1
1,2,40,0,0,2300,5959818.342154978,60535.308120014764,1,1,0,1
1,2,50,0,0,2300,5992268.366042444,60321.67466587382,1,1,0,1
1,2,60,0,0,2300,5509842.881553124,33124.211286494654,1,1,0,1
1,2,70,0,0,2300,5520496.383632485,33028.686342543566,1,1,0,1
1,2,80,0,0,2300,-14472579.849289693,15188.35757638068,0,0,0,0
1,2,90,0,0,2300,-14467840.707361134,15141.183962889305,0,0,0,0
1,2,100,0,0,2300,-14464451.119216437,15101.856961697044,0,0,0,0
1,2,110,0,0,2300,-14461943.073690677,15061.198149908343,0,0,1,1
1,2,120,0,0,2300,-14460035.440430803,15025.201709297631,0,0,1,1
2,0,10,0,0,300,228106202.41285232,99366.64072538083,1,1,0,1
2,0,20,0,0,300,5689197.847654745,98179.60622965214,1,1,0,1
2,0,30,0,0,300,-14610321.083252814,96915.9164806109,0,0,0,0
2,0,40,0,0,300,-14540181.657845022,69398.96387956484,0,0,0,0
2,0,50,0,0,300,-14507731.633957556,68989.15063599445,0,0,0,0
2,0,60,0,0,300,-14490157.118446877,50020.89764874318,0,0,0,0
2,0,70,0,0,300,-14479503.616367515,49681.9622112786,0,0,0,0
2,0,80,0,0,300,-14472579.849289693,38076.15461454511,0,0,0,0
2,0,90,0,0,300,-14467840.707361134,37931.52596407615,0,0,0,0
2,0,100,0,0,300,-14464451.119216437,37786.77627602129,0,0,0,0
2,0,110,0,0,300,-14461943.073690677,37633.401471486344,0,0,1,1
2,0,120,0,0,300,-14460035.440430803,37497.05485748938,0,0,1,1
2,1,10,0,0,1300,230411202.3873568,105011.5394680887,1,1,0,1
2,1,20,0,0,1300,224624301.6238531,103862.66227482117,1,1,0,1
2,1,30,0,0,1300,6389678.916747186,102604.65229750838,1,1,0,1
2,1,40,0,0,1300,-14540181.657845022,72607.4717793211,0,0,0,0
2,1,50,0,0,1300,-14507731.633957556,72057.87557033305,0,0,0,0
2,1,60,0,0,1300,-14490157.118446877,65165.15172555363,0,0,0,0
2,1,70,0,0,1300,-14479503.616367515,64816.9257817088,0,0,0,0
2,1,80,0,0,1300,-14472579.849289693,41158.23761930698,0,0,0,0
2,1,90,0,0,1300,-14467840.707361134,41006.144079327474,0,0,0,0
2,1,100,0,0,1300,-14464451.119216437,40855.32505125616,0,0,0,0
2,1,110,0,0,1300,-14461943.073690677,40699.417829987484,0,0,1,1
2,1,120,0,0,1300,-14460035.440430803,40560.45073034835,0,0,1,1
2,2,10,0,0,2300,231781202.37313592,108230.59730509059,1,1,0,1
2,2,20,0,0,2300,227609301.6222946,107057.9953042726,1,1,0,1
2,2,30,0,0,2300,223547001.3833551,105810.55680584673,1,1,0,1
2,2,40,0,0,2300,5959818.342154978,74917.02705266056,1,1,0,1
2,2,50,0,0,2300,5992268.366042444,74381.93451630828,1,1,0,1
2,2,60,0,0,2300,5509842.881553124,67185.97417034871,1,1,0,1
2,2,70,0,0,2300,5520496.383632485,66828.73200642643,1,1,0,1
2,2,80,0,0,2300,-14472579.849289693,42730.84218917463,0,0,0,0
2,2,90,0,0,2300,-14467840.707361134,42572.17606298706,0,0,0,0
2,2,100,0,0,2300,-14464451.119216437,42421.490936729555,0,0,0,0
2,2,110,0,0,2300,-14461943.073690677,42263.020840307625,0,0,1,1
2,2,120,0,0,2300,-14460035.440430803,42122.34708449119,0,0,1,1
3,0,10,0,0,600,268216202.41185233,190647.6464036006,1,1,0,1
3,0,20,0,0,600,26189197.84765475,142745.32415754782,1,1,0,1
3,0,30,0,0,600,-14610321.083252814,57955.84922581179,0,0,0,0
3,0,40,0,0,600,-14540181.657845022,36255.84402967154,0,0,0,0
3,0,50,0,0,600,-14507731.633957556,36173.547519368345,0,0,0,0
3,0,60,0,0,600,-14490157.118446877,17952.288368990005,0,0,0,0
3,0,70,0,0,600,-14479503.616367515,17876.859939846006,0,0,0,0
3,0,80,0,0,600,-14472579.849289693,13833.08623477729,0,0,0,0
3,0,90,0,0,600,-14467840.707361134,13800.569344883204,0,0,0,0
3,0,100,0,0,600,-14464451.119216437,13767.620688077828,0,0,0,0
3,0,110,0,0,600,-14461943.073690677,13732.384886124813,0,0,1,1
3,0,120,0,0,600,-14460035.440430803,13700.964851412862,0,0,1,1
3,1,10,0,0,1600,270021202.3863585,192992.46513588924,1,1,0,1
3,1,20,0,0,1600,264431801.62366658,189804.53262354084,1,1,0,1
3,1,30,0,0,1600,66389678.91674719,151130.15205810632,1,1,0,1
3,1,40,0,0,1600,-14540181.657845022,42853.24081831669,0,0,0,0
3,1,50,0,0,1600,-14507731.633957556,42631.16134259586,0,0,0,0
3,1,60,0,0,1600,-14490157.118446877,36140.54244580049,0,0,0,0
3,1,70,0,0,1600,-14479503.616367515,36055.823510276205,0,0,0,0
3,1,80,0,0,1600,-14472579.849289693,16725.002572872498,0,0,0,0
3,1,90,0,0,1600,-14467840.707361134,16685.02079346786,0,0,0,0
3,1,100,0,0,1600,-14464451.119216437,16646.00279664605,0,0,0,0
3,1,110,0,0,1600,-14461943.073690677,16608.234577959283,0,0,1,1
3,1,120,0,0,1600,-14460035.440430803,16574.194057605167,0,0,1,1
3,2,10,0,0,2600,271781202.3731359,195244.11534658622,1,1,0,1
3,2,20,0,0,2600,267609301.6222946,192573.95038053824,1,1,0,1
3,2,30,0,0,2600,263547001.3833551,189820.17453818372,1,1,0,1
3,2,40,0,0,2600,65959818.34215497,59926.351647211726,1,1,0,1
3,2,50,0,0,2600,65992268.36604245,59718.77584412664,1,1,0,1
3,2,60,0,0,2600,25509842.881553125,46653.664890595566,1,1,0,1
3,2,70,0,0,2600,25520496.383632485,46559.92973499384,1,1,0,1
3,2,80,0,0,2600,-14472579.849289693,19486.829364962377,0,0,0,0
3,2,90,0,0,2600,-14467840.707361134,19440.274999349673,0,0,0,0
3,2,100,0,0,2600,-14464451.119216437,19401.390904341646,0,0,0,0
3,2,110,0,0,2600,-14461943.073690677,19361.059810501654,0,0,1,1
3,2,120,0,0,2600,-14460035.440430803,19325.31263397023,0,0,1,1
0,0,10,1,1,0,207671202.42135233,43050.76308183447,1,1,0,1
0,0,20,1,1,0,-4810802.152345255,42360.21190470637,1,1,0,1
0,0,30,1,1,0,-14610321.083252814,43788.677915589215,0,0,0,0
0,0,40,1,1,0,-14540181.657845022,29715.26896683291,0,0,0,0
0,0,50,1,1,0,-14507731.633957556,29342.609661537783,0,0,0,0
0,0,60,1,1,0,-14490157.118446877,26659.350486210948,0,0,0,0
0,0,70,1,1,0,-14479503.616367515,26352.234807068133,0,0,0,0
0,0,80,1,1,0,-14472579.849289693,20801.885921432786,0,0,0,0
0,0,90,1,1,0,-14467840.707361134,20670.884211111523,0,0,0,0
0,0,100,1,1,0,-14464451.119216437,20539.832835597692,0,0,0,0
0,0,110,1,1,0,-14461943.073690677,20401.02058266756,0,0,1,1
0,0,120,1,1,0,-14460035.440430803,20277.634001031653,0,0,1,1
0,1,10,1,1,1000,209586202.39485258,42726.759329945955,1,1,0,1
0,1,20,1,1,1000,203189301.62472725,41990.34720146434,1,1,0,1
0,1,30,1,1,1000,-4110321.083252813,41195.06817656001,1,1,0,1
0,1,40,1,1,1000,-14540181.657845022,29635.83797569098,0,0,0,0
0,1,50,1,1,1000,-14507731.633957556,29253.791704393396,0,0,0,0
0,1,60,1,1,1000,-14490157.118446877,26585.737881685804,0,0,0,0
0,1,70,1,1,1000,-14479503.616367515,26270.886267078036,0,0,0,0
0,1,80,1,1,1000,-14472579.849289693,20746.227877822934,0,0,0,0
0,1,90,1,1,1000,-14467840.707361134,20611.92636795353,0,0,0,0
0,1,100,1,1,1000,-14464451.119216437,20477.573944258715,0,0,0,0
0,1,110,1,1,1000,-14461943.073690677,20335.26515660583,0,0,1,1
0,1,120,1,1,1000,-14460035.440430803,20208.770597257833,0,0,1,1
0,2,10,1,1,2000,211456202.37800625,43674.08383362221,1,1,0,1
0,2,20,1,1,2000,206674301.62264946,42908.34689758399,1,1,0,1
0,2,30,1,1,2000,203389779.16098467,42860.56152563959,1,1,0,1
0,2,40,1,1,2000,-4040181.657845022,42036.54636832529,1,1,0,1
0,2,50,1,1,2000,-4007731.633957556,41214.23532729331,1,1,0,1
0,2,60,1,1,2000,-4490157.118446876,27556.525277160647,1,1,0,1
0,2,70,1,1,2000,-4479503.616367515,27233.937727087956,1,1,0,1
0,2,80,1,1,2000,-14472579.849289693,21502.18094532419,0,0,0,0
0,2,90,1,1,2000,-14467840.707361134,21364.57963590665,0,0,0,0
0,2,100,1,1,2000,-14464451.119216437,21226.92616403085,0,0,0,0
0,2,110,1,1,2000,-14461943.073690677,21081.12084165521,0,0,1,1
0,2,120,1,1,2000,-14460035.440430803,20951.518304595113,0,0,1,1
1,0,10,1,1,300,228106202.41285232,33692.79690349818,1,1,0,1
1,0,20,1,1,300,5689197.847654745,32689.24741282715,1,1,0,1
1,0,30,1,1,300,-14610321.083252814,31587.047633232032,0,0,0,0
1,0,40,1,1,300,-14540181.657845022,21111.272760092917,0,0,0,0
1,0,50,1,1,300,-14507731.633957556,20580.912425956536,0,0,0,0
1,0,60,1,1,300,-14490157.118446877,18880.058730188444,0,0,0,0
1,0,70,1,1,300,-14479503.616367515,18442.979335234686,0,0,0,0
1,0,80,1,1,300,-14472579.849289693,14739.253011009505,0,0,0,0
1,0,90,1,1,300,-14467840.707361134,14552.814668279476,0,0,0,0
1,0,100,1,1,300,-14464451.119216437,14366.30568332514,0,0,0,0
1,0,110,1,1,300,-14461943.073690677,14168.751647052743,0,0,1,1
1,0,120,1,1,300,-14460035.440430803,13993.151039853623,0,0,1,1
1,1,10,1,1,1300,230411202.3873568,31338.25216827714,1,1,0,1
1,1,20,1,1,1300,224624301.6238531,30287.98206791843,1,1,0,1
1,1,30,1,1,1300,6389678.916747186,29166.279572564657,1,1,0,1
1,1,40,1,1,1300,-14540181.657845022,21125.73065783988,0,0,0,0
1,1,50,1,1,1300,-14507731.633957556,20585.983357701036,0,0,0,0
1,1,60,1,1,1300,-14490157.118446877,18890.946125663297,0,0,0,0
1,1,70,1,1,1300,-14479503.616367515,18446.130795244597,0,0,0,0
1,1,80,1,1,1300,-14472579.849289693,14788.206078510762,0,0,0,0
1,1,90,1,1,1300,-14467840.707361134,14598.467936232595,0,0,0,0
1,1,100,1,1,1300,-14464451.119216437,14408.657903097273,0,0,0,0
1,1,110,1,1,1300,-14461943.073690677,14207.607332102123,0,0,1,1
1,1,120,1,1,1300,-14460035.440430803,14028.898747190906,0,0,1,1
1,2,10,1,1,2300,231781202.37313592,32093.35550528691,1,1,0,1
1,2,20,1,1,2300,227609301.6222946,31019.33755570478,1,1,0,1
1,2,30,1,1,2300,223547001.3833551,30645.401578467598,1,1,0,1
1,2,40,1,1,2300,5959818.342154978,29491.25180785665,1,1,0,1
1,2,50,1,1,2300,5992268.366042444,28337.64815742914,1,1,0,1
1,2,60,1,1,2300,5509842.881553124,19842.63352113815,1,1,0,1
1,2,70,1,1,2300,5520496.383632485,19390.082255254514,1,1,0,1
1,2,80,1,1,2300,-14472579.849289693,15528.603590456469,0,0,0,0
1,2,90,1,1,2300,-14467840.707361134,15335.565648630161,0,0,0,0
1,2,100,1,1,2300,-14464451.119216437,15142.454567313855,0,0,0,0
1,2,110,1,1,2300,-14461943.073690677,14937.907461595953,0,0,1,1
1,2,120,1,1,2300,-14460035.440430803,14756.090898972638,0,0,1,1
2,0,10,1,1,300,228106202.41285232,28901.68579238707,1,1,0,1
2,0,20,1,1,300,5689197.847654745,27898.13630171604,1,1,0,1
2,0,30,1,1,300,-14610321.083252814,26795.936522120923,0,0,0,0
2,0,40,1,1,300,-14540181.657845022,17689.0505378707,0,0,0,0
2,0,50,1,1,300,-14507731.633957556,17158.690203734313,0,0,0,0
2,0,60,1,1,300,-14490157.118446877,15800.058730188446,0,0,0,0
2,0,70,1,1,300,-14479503.616367515,15362.979335234684,0,0,0,0
2,0,80,1,1,300,-14472579.849289693,11503.697455453952,0,0,0,0
2,0,90,1,1,300,-14467840.707361134,11317.259112723917,0,0,0,0
2,0,100,1,1,300,-14464451.119216437,11130.750127769585,0,0,0,0
2,0,110,1,1,300,-14461943.073690677,10933.196091497186,0,0,1,1
2,0,120,1,1,300,-14460035.440430803,10757.595484298066,0,0,1,1
2,1,10,1,1,1300,230411202.3873568,30093.807723832695,1,1,0,1
2,1,20,1,1,1300,224624301.6238531,29043.537623473985,1,1,0,1
2,1,30,1,1,1300,6389678.916747186,27921.835128120212,1,1,0,1
2,1,40,1,1,1300,-14540181.657845022,19347.9528800621,0,0,0,0
2,1,50,1,1,1300,-14507731.633957556,18808.205579923262,0,0,0,0
2,1,60,1,1,1300,-14490157.118446877,17290.946125663297,0,0,0,0
2,1,70,1,1,1300,-14479503.616367515,16846.130795244597,0,0,0,0
2,1,80,1,1,1300,-14472579.849289693,13543.76163406632,0,0,0,0
2,1,90,1,1,1300,-14467840.707361134,13354.02349178815,0,0,0,0
2,1,100,1,1,1300,-14464451.119216437,13164.21345865283,0,0,0,0
2,1,110,1,1,1300,-14461943.073690677,12963.16288765768,0,0,1,1
2,1,120,1,1,1300,-14460035.440430803,12784.454302746464,0,0,1,1
2,2,10,1,1,2300,231781202.37313592,32093.35550528691,1,1,0,1
2,2,20,1,1,2300,227609301.6222946,31019.33755570478,1,1,0,1
2,2,30,1,1,2300,223547001.3833551,30645.401578467598,1,1,0,1
2,2,40,1,1,2300,5959818.342154978,29491.25180785665,1,1,0,1
2,2,50,1,1,2300,5992268.366042444,28337.64815742914,1,1,0,1
2,2,60,1,1,2300,5509842.881553124,19042.633521138145,1,1,0,1
2,2,70,1,1,2300,5520496.383632485,18590.082255254514,1,1,0,1
2,2,80,1,1,2300,-14472579.849289693,14906.38136823425,0,0,0,0
2,2,90,1,1,2300,-14467840.707361134,14713.343426407939,0,0,0,0
2,2,100,1,1,2300,-14464451.119216437,14520.232345091636,0,0,0,0
2,2,110,1,1,2300,-14461943.073690677,14315.685239373732,0,0,1,1
2,2,120,1,1,2300,-14460035.440430803,14133.868676750415,0,0,1,1
3,0,10,1,1,600,268216202.41185233,68767.22603571652,1,1,0,1
3,0,20,1,1,600,26189197.84765475,67141.71566339828,1,1,0,1
3,0,30,1,1,600,-14610321.083252814,65385.67595740656,0,0,0,0
3,0,40,1,1,600,-14540181.657845022,45420.50256883519,0,0,0,0
3,0,50,1,1,600,-14507731.633957556,44574.74017701626,0,0,0,0
3,0,60,1,1,600,-14490157.118446877,40686.97521814346,0,0,0,0
3,0,70,1,1,600,-14479503.616367515,39989.968391567796,0,0,0,0
3,0,80,1,1,600,-14472579.849289693,31792.709412385164,0,0,0,0
3,0,90,1,1,600,-14467840.707361134,31495.397804837594,0,0,0,0
3,0,100,1,1,600,-14464451.119216437,31197.97360100225,0,0,0,0
3,0,110,1,1,600,-14461943.073690677,30882.935998045337,0,0,1,1
3,0,120,1,1,600,-14460035.440430803,30602.907339719775,0,0,1,1
3,1,10,1,1,1600,270021202.3863585,66739.39346716226,1,1,0,1
3,1,20,1,1,1600,264431801.62366658,65066.93748138224,1,1,0,1
3,1,30,1,1,1600,66389678.91674719,64055.66345229473,1,1,0,1
3,1,40,1,1,1600,-14540181.657845022,46212.73824435992,0,0,0,0
3,1,50,1,1,1600,-14507731.633957556,45357.58888653854,0,0,0,0
3,1,60,1,1,1600,-14490157.118446877,41397.86261361831,0,0,0,0
3,1,70,1,1,1600,-14479503.616367515,40693.119851577714,0,0,0,0
3,1,80,1,1,1600,-14472579.849289693,32347.218035441976,0,0,0,0
3,1,90,1,1,1600,-14467840.707361134,32046.60662834627,0,0,0,0
3,1,100,1,1,1600,-14464451.119216437,31745.88137632994,0,0,0,0
3,1,110,1,1,1600,-14461943.073690677,31427.347238650273,0,0,1,1
3,1,120,1,1,1600,-14460035.440430803,31144.21060261261,0,0,1,1
3,2,10,1,1,2600,271781202.3731359,68507.01701528317,1,1,0,1
3,2,20,1,1,2600,267609301.6222946,66816.40857194638,1,1,0,1
3,2,30,1,1,2600,263547001.3833551,65027.98545819769,1,1,0,1
3,2,40,1,1,2600,65959818.34215497,63214.50713136382,1,1,0,1
3,2,50,1,1,2600,65992268.36604245,61398.31826214524,1,1,0,1
3,2,60,1,1,2600,25509842.881553125,39865.85000909316,1,1,0,1
3,2,70,1,1,2600,25520496.383632485,39153.37131158763,1,1,0,1
3,2,80,1,1,2600,-14472579.849289693,32834.44888072102,0,0,0,0
3,2,90,1,1,2600,-14467840.707361134,32530.537674077164,0,0,0,0
3,2,100,1,1,2600,-14464451.119216437,32226.511373879854,0,0,0,0
3,2,110,1,1,2600,-14461943.073690677,31904.480701477438,0,0,1,1
3,2,120,1,1,2600,-14460035.440430803,31618.236087727677,0,0,1,1
0,0,10,2,2,0,207671202.42135233,43050.76308183447,1,1,0,1
0,0,20,2,2,0,-4810802.152345255,42360.21190470637,1,1,0,1
0,0,30,2,2,0,-14610321.083252814,39154.36680447811,0,0,0,0
0,0,40,2,2,0,-14540181.657845022,28147.26896683291,0,0,0,0
0,0,50,2,2,0,-14507731.633957556,27774.609661537783,0,0,0,0
0,0,60,2,2,0,-14490157.118446877,25248.150486210947,0,0,0,0
0,0,70,2,2,0,-14479503.616367515,24941.034807068132,0,0,0,0
0,0,80,2,2,0,-14472579.849289693,19704.285921432784,0,0,0,0
0,0,90,2,2,0,-14467840.707361134,19573.28421111152,0,0,0,0
0,0,100,2,2,0,-14464451.119216437,20539.832835597692,0,0,0,0
0,0,110,2,2,0,-14461943.073690677,20401.02058266756,0,0,1,1
0,0,120,2,2,0,-14460035.440430803,20277.634001031653,0,0,1,1
0,1,10,2,2,1000,209586202.39485258,42726.759329945955,1,1,0,1
0,1,20,2,2,1000,203189301.62472725,41990.34720146434,1,1,0,1
0,1,30,2,2,1000,-4110321.083252813,41195.06817656001,1,1,0,1
0,1,40,2,2,1000,-14540181.657845022,29635.83797569098,0,0,0,0
0,1,50,2,2,1000,-14507731.633957556,29253.791704393396,0,0,0,0
0,1,60,2,2,1000,-14490157.118446877,26585.737881685804,0,0,0,0
0,1,70,2,2,1000,-14479503.616367515,26270.886267078036,0,0,0,0
0,1,80,2,2,1000,-14472579.849289693,20746.227877822934,0,0,0,0
0,1,90,2,2,1000,-14467840.707361134,20611.92636795353,0,0,0,0
0,1,100,2,2,1000,-14464451.119216437,20477.573944258715,0,0,0,0
0,1,110,2,2,1000,-14461943.073690677,20335.26515660583,0,0,1,1
0,1,120,2,2,1000,-14460035.440430803,20208.770597257833,0,0,1,1
0,2,10,2,2,2000,211456202.37800625,43674.08383362221,1,1,0,1
0,2,20,2,2,2000,206674301.62264946,42908.34689758399,1,1,0,1
0,2,30,2,2,2000,203389779.16098467,42098.339303417364,1,1,0,1
0,2,40,2,2,2000,-4040181.657845022,42036.54636832529,1,1,0,1
0,2,50,2,2,2000,-4007731.633957556,41214.23532729331,1,1,0,1
0,2,60,2,2,2000,-4490157.118446876,27066.525277160647,1,1,0,1
0,2,70,2,2,2000,-4479503.616367515,26743.937727087952,1,1,0,1
0,2,80,2,2,2000,-14472579.849289693,21121.06983421308,0,0,0,0
0,2,90,2,2,2000,-14467840.707361134,20983.468524795542,0,0,0,0
0,2,100,2,2,2000,-14464451.119216437,21226.92616403085,0,0,0,0
0,2,110,2,2,2000,-14461943.073690677,21081.12084165521,0,0,1,1
0,2,120,2,2,2000,-14460035.440430803,20951.518304595113,0,0,1,1
1,0,10,2,2,300,228106202.41285232,31497.596903498183,1,1,0,1
1,0,20,2,2,300,5689197.847654745,32689.24741282715,1,1,0,1
1,0,30,2,2,300,-14610321.083252814,29147.936522120915,0,0,0,0
1,0,40,2,2,300,-14540181.657845022,21111.272760092917,0,0,0,0
1,0,50,2,2,300,-14507731.633957556,20580.912425956536,0,0,0,0
1,0,60,2,2,300,-14490157.118446877,18880.058730188444,0,0,0,0
1,0,70,2,2,300,-14479503.616367515,18442.979335234686,0,0,0,0
1,0,80,2,2,300,-14472579.849289693,14739.253011009505,0,0,0,0
1,0,90,2,2,300,-14467840.707361134,14552.814668279476,0,0,0,0
1,0,100,2,2,300,-14464451.119216437,14366.30568332514,0,0,0,0
1,0,110,2,2,300,-14461943.073690677,14168.751647052743,0,0,1,1
1,0,120,2,2,300,-14460035.440430803,13993.151039853623,0,0,1,1
1,1,10,2,2,1300,230411202.3873568,31338.25216827714,1,1,0,1
1,1,20,2,2,1300,224624301.6238531,30287.98206791843,1,1,0,1
1,1,30,2,2,1300,6389678.916747186,29166.279572564657,1,1,0,1
1,1,40,2,2,1300,-14540181.657845022,21125.73065783988,0,0,0,0
1,1,50,2,2,1300,-14507731.633957556,20585.983357701036,0,0,0,0
1,1,60,2,2,1300,-14490157.118446877,18890.946125663297,0,0,0,0
1,1,70,2,2,1300,-14479503.616367515,18446.130795244597,0,0,0,0
1,1,80,2,2,1300,-14472579.849289693,14788.206078510762,0,0,0,0
1,1,90,2,2,1300,-14467840.707361134,14598.467936232595,0,0,0,0
1,1,100,2,2,1300,-14464451.119216437,14408.657903097273,0,0,0,0
1,1,110,2,2,1300,-14461943.073690677,14207.607332102123,0,0,1,1
1,1,120,2,2,1300,-14460035.440430803,14028.898747190906,0,0,1,1
1,2,10,2,2,2300,231781202.37313592,32093.35550528691,1,1,0,1
1,2,20,2,2,2300,227609301.6222946,31019.33755570478,1,1,0,1
1,2,30,2,2,2300,223547001.3833551,29883.17935624538,1,1,0,1
1,2,40,2,2,2300,5959818.342154978,29491.25180785665,1,1,0,1
1,2,50,2,2,2300,5992268.366042444,28337.64815742914,1,1,0,1
1,2,60,2,2,2300,5509842.881553124,19352.633521138145,1,1,0,1
1,2,70,2,2,2300,5520496.383632485,18900.082255254514,1,1,0,1
1,2,80,2,2,2300,-14472579.849289693,15147.492479345357,0,0,0,0
1,2,90,2,2,2300,-14467840.707361134,14954.454537519048,0,0,0,0
1,2,100,2,2,2300,-14464451.119216437,15142.454567313855,0,0,0,0
1,2,110,2,2,2300,-14461943.073690677,14937.907461595953,0,0,1,1
1,2,120,2,2,2300,-14460035.440430803,14756.090898972638,0,0,1,1
2,0,10,2,2,300,228106202.41285232,26706.48579238707,1,1,0,1
2,0,20,2,2,300,5689197.847654745,27898.13630171604,1,1,0,1
2,0,30,2,2,300,-14610321.083252814,24356.825411009806,0,0,0,0
2,0,40,2,2,300,-14540181.657845022,17689.0505378707,0,0,0,0
2,0,50,2,2,300,-14507731.633957556,17158.690203734313,0,0,0,0
2,0,60,2,2,300,-14490157.118446877,15800.058730188446,0,0,0,0
2,0,70,2,2,300,-14479503.616367515,15362.979335234684,0,0,0,0
2,0,80,2,2,300,-14472579.849289693,11503.697455453952,0,0,0,0
2,0,90,2,2,300,-14467840.707361134,11317.259112723917,0,0,0,0
2,0,100,2,2,300,-14464451.119216437,11130.750127769585,0,0,0,0
2,0,110,2,2,300,-14461943.073690677,10933.196091497186,0,0,1,1
2,0,120,2,2,300,-14460035.440430803,10757.595484298066,0,0,1,1
