,Population
0,"[[[4.0409307235628, 0.42670447951637797, -0.2895792270066071], [3.2125480652309584, 0.3978615136235241, -0.24813613024974535], [11.834385388315326, 0.15831760168368914, -0.42700144772120885], [11.834385388315326, 0.15831760168368914, -0.42700144772120885], [18.8436296763317, 0.2830225283451675, -0.5], [18.8436296763317, 0.2830225283451675, -0.5], [5.739562507775197, 0.3488504826332307, -0.16717303504092287], [5.007567071495976, 0.2492333382279675, -0.5], [9.596164876068036, 0.7030102194343575, -0.5], [9.596164876068036, 0.7030102194343575, -0.5], [9.596164876068036, 0.7030102194343575, -0.5], [7.685693819401621, 0.8345773699629824, -0.5], [18.015711832848723, 0.8989158455389349, -0.22718047878230263], [8.029982315200698, 0.3111130592731533, -0.5], [0.5857017911433244, 0, -0.5], [9.596164876068036, 0.6879338266432127, -0.4773464502561636], [9.596164876068036, 0.6879338266432127, -0.4773464502561636], [20, 0.8259731162995915, -0.2697269833486645], [10.059836926788941, 0, -0.07802633873482234], [6.662689336840107, 0, -0.5], [9.596164876068036, 0.8340972750581068, -0.4773464502561636], [11.920330832018603, 0.5940203999504776, -0.5], [0, 0, -0.2817081739868106], [0, 0.08762577981580619, -0.4205086487606582], [9.596164876068036, 0.7030102194343575, -0.5]], [[10.192131758157725, 0.4137851319974266, -0.4202316185386472], [10.192131758157725, 0.4137851319974266, -0.4202316185386472], [10.192131758157725, 0.4137851319974266, -0.4202316185386472], [0, 0.6281321608192578, -0.5], [7.7934812707431345, 0.6516420024823604, -0.27536173067225816], [7.7934812707431345, 0.6516420024823604, -0.27536173067225816], [1.9594932905378293, 1, -0.5], [14.230516214915369, 0.6843370797608278, -0.11749335731785593], [20, 1, -0.37726863352856727], [2.3660500806530376, 0.5357656046296653, -0.5], [2.3660500806530376, 0.5357656046296653, -0.5], [2.3660500806530376, 0.5357656046296653, -0.5], [10.547777072061642, 0.5408622915642958, -0.37094697178895175], [8.539853111755354, 0.7858970649143029, -0.2702197597281576], [3.790304313365473, 0.2783400612531606, -0.37459229809229466], [3.790304313365473, 0.2783400612531606, -0.37459229809229466], [3.790304313365473, 0.2783400612531606, -0.37459229809229466], [20, 0.3533773475480299, -0.5], [14.230516214915369, 1, -0.5], [14.230516214915369, 1, -0.5], [4.279552908644952, 0.47544064485998067, -0.24748651593676074], [0, 0.5430455747294144, -0.25366171668531595], [7.654783722710505, 0.19466792915639997, -0.5], [2.3660500806530376, 0.5347057425228323, -0.5], [2.3660500806530376, 0.5347057425228323, -0.5]], [[19.506865947629283, 0, 0.5], [15.397823691746126, 0.6094827210817851, -0.44093661781895777], [10.730460530597329, 0.007228561061596417, -0.4213185421827059], [0, 0.8391672221983822, -0.4350475793263263], [8.90300086666059, 0.07938234798611343, -0.04682286371612035], [12.637369984422353, 0.48437703808046784, 0.4416832359667669], [12.637369984422353, 0.48437703808046784, 0.4416832359667669], [6.359596735655057, 0.06895668070308993, -0.5], [0.2583593469158174, 0.6580884531042274, 0.11473475403618637], [14.381983760487419, 0.027862255223158768, 0.5], [20, 0.44817452941270447, 0.47547225669098836], [0.6433677392656851, 0.578287232549066, -0.20485023214346804], [5.915205979650267, 0, -0.4278848383032175], [5.915205979650267, 0, -0.4278848383032175], [20, 0, 0.32960817508180534], [10.043600418849477, 0, 0.5], [0, 0.48437703808046784, -0.21414536216473734], [0, 0.48437703808046784, -0.21414536216473734], [0, 0.48437703808046784, -0.21414536216473734], [11.163213364919558, 0.5491747132859447, 0.39165438147403264], [13.672826712480468, 0.49458775015594597, 0.5], [0, 0.48437703808046784, -0.5], [0, 0.48437703808046784, -0.5], [10.152695384443675, 0.4172425184133993, 0.5], [16.336158664523644, 0.12025259753609663, 0.4181423874641995]], [[6.101689601095096, 0.4752477676043377, -0.19045013561106772], [6.101689601095096, 0.4752477676043377, -0.19045013561106772], [20, 0.6101195730411393, -0.3293231360878816], [20, 0.6101195730411393, -0.3293231360878816], [20, 0.6101195730411393, -0.3293231360878816], [20, 0.5353850868921755, -0.3225098009711497], [20, 0.5353850868921755, -0.3225098009711497], [0, 0.40508006076578984, -0.29526941987287647], [0, 0, -0.01268427556811852], [20, 0.5095089689385818, -0.39125020404004757], [5.264045477284442, 0.025845937991512136, -0.21327274281356098], [5.264045477284442, 0.025845937991512136, -0.21327274281356098], [4.174688516671709, 0.6133284339288261, -0.3035712924605182], [14.135604294946694, 0.45858420976945535, 0.09102291373117621], [3.2507528690759186, 0.28907056503533834, -0.5], [12.958866574671163, 0.8492187138657104, 0.025971699048496943], [1.9823142626708814, 0, -0.4890451961237711], [1.9823142626708814, 0, -0.4890451961237711], [20, 0.7579460993745728, -0.24256934605128846], [0, 1, -0.3965922745759461], [0, 1, -0.3965922745759461], [0, 0.4010588631979165, -0.5], [0, 0.4010588631979165, -0.5], [0, 0, 0.2994740836790219], [4.33146411576854, 0.0921674403033549, -0.23186978036799963]], [[0, 0.8303805507446624, 0.025727496904807662], [6.4815097603769, 0.9060582583203982, -0.019007805446324938], [0, 0.8098325953008363, 0.022803728684629293], [6.4815097603769, 0.9266769091645075, -0.019007805446324938], [0, 0.8097758604638245, 0.022803728684629293], [5.163230629424496, 0.922587145153396, -0.017589941612089932], [5.163230629424496, 0.922587145153396, -0.017589941612089932], [5.953391004764869, 1, -0.017589941612089932], [5.953391004764869, 1, -0.017589941612089932], [4.937585754064189, 0.910047574565259, -0.017589941612089932], [5.90289981114054, 1, -0.028161762991589734], [4.937585754064189, 0.8894482606012711, -0.017589941612089932], [0, 0.910047574565259, 0.26938685599130446], [0, 0.910047574565259, 0.26938685599130446], [4.417799156681042, 0.910047574565259, -0.017589941612089932], [4.417799156681042, 0.910047574565259, -0.017589941612089932], [4.417799156681042, 1, -0.017589941612089932], [5.437568995682335, 1, -0.017589941612089932], [0, 0.8894482606012711, -0.017589941612089932], [0, 0.8894482606012711, -0.017589941612089932], [5.360417111319002, 1, -0.017589941612089932], [4.417799156681042, 0.910047574565259, -0.017589941612089932], [4.417799156681042, 0.910047574565259, -0.017589941612089932], [1.4877285797334008, 1, 0.5], [5.360417111319002, 1, -0.19995788332657405]], [[20, 0, 0.41737525708823264], [18.155513266196913, 0.30293480283210494, -0.41192589636729465], [18.155513266196913, 0.30293480283210494, -0.41192589636729465], [18.155513266196913, 0.30293480283210494, -0.41192589636729465], [18.155513266196913, 0.30293480283210494, -0.41192589636729465], [13.585728091274301, 0.6124803317466051, 0.5], [20, 0.3910835809626739, -0.49032463629065626], [20, 0.4247043265198952, -0.5], [17.21734203487452, 0.4063594081670462, -0.5], [20, 0.30293480283210494, -0.41192589636729465], [15.042165276137572, 0.5699966597220492, -0.5], [15.042165276137572, 0.5699966597220492, -0.5], [20, 0.03028977737395279, 0.3307740676450053], [17.3741410891112, 0.10664861460933302, -0.23868845019779597], [12.07192861460235, 0, 0.29163620008611857], [18.155513266196913, 0.1537042212782901, 0.16387687407587387], [18.155513266196913, 0.1537042212782901, 0.16387687407587387], [12.199966940467117, 0, 0.3483693759520596], [12.199966940467117, 0, 0.3483693759520596], [16.317623079480267, 0.40163507741411714, -0.4020467497715131], [20, 0.6257330278784873, -0.5], [8.096946745808097, 0.5699966597220492, -0.2526363192621558], [17.854340186656223, 0.4649853193876782, -0.5], [16.212406948858913, 0, 0.5], [13.459039296003, 0.3734527324793375, 0.4315139496013251]], [[1.6309476289288791, 0.6896441653668799, 0.30604702525216465], [4.466951948068201, 0, -0.2756081017470231], [0, 0, -0.24937912127530248], [0, 0, -0.24937912127530248], [0, 0, -0.24937912127530248], [0, 0, -0.24937912127530248], [0, 0.0002001852650504898, -0.5], [4.22399062426177, 0.5532572853472788, 0.5], [0.19006986142885776, 0, -0.278139189789243], [0, 0.6489724196616125, 0.45203739902405976], [3.8689417006009204, 0.08568949065991867, 0.4350080005690753], [3.8689417006009204, 0.08568949065991867, 0.4350080005690753], [3.8689417006009204, 0.08568949065991867, 0.4350080005690753], [1.2040238259478173, 0.7066885095536557, 0.29573048380317823], [0.4820306501146606, 0, -0.28775918176424076], [0, 0.3231290670010738, 0.4983345699708198], [4.39271681346687, 0, -0.5], [0, 0.1622307092406284, -0.4153086291855538], [0, 0.1622307092406284, -0.4153086291855538], [0, 0, -0.011166108680507145], [0, 0, -0.011166108680507145], [3.7069216030385537, 0.3958102539674279, 0.3021578614030404], [3.7069216030385537, 0.3958102539674279, 0.03848706203333328], [3.7069216030385537, 0.3958102539674279, 0.03848706203333328], [2.77336789751933, 0.3931339072186908, 0.23146976054824453]], [[7.790427202174123, 0.18160813504448892, 0.4425660727406076], [7.790427202174123, 0.18160813504448892, 0.4425660727406076], [4.56736416569477, 0.34114745099190946, 0.3001560544538088], [7.192453974074699, 0.11212160501386734, 0.057165642547741424], [0, 0.2744719102095337, 0.33157845141082826], [14.648714121889926, 0.11435285470919558, 0.29685652884449965], [0, 0, 0.5], [7.790427202174123, 0.18160813504448892, 0.5], [7.790427202174123, 0.18160813504448892, 0.5], [5.925946360359437, 0.17857183158680798, 0.4030699866124281], [5.079440104089731, 0.6200509811290595, 0.46697914868582185], [0, 0, 0.5], [0.26178683534172364, 0.3130923202808488, 0.3858482046136852], [6.232698809884771, 0.30922682423638903, 0.5], [6.232698809884771, 0.30922682423638903, 0.5], [0.823050620938869, 0.11212160501386734, 0.49707644566947334], [0.823050620938869, 0.11212160501386734, 0.49707644566947334], [6.683807754737552, 0.48439217494430664, 0.3601413894546823], [0, 0, 0.5], [3.414123582293715, 0, 0.21020090954955756], [0, 0, 0.4282241834613863], [2.8985710587111484, 0.2744719102095337, -0.3418442381646505], [2.8985710587111484, 0.2744719102095337, -0.3418442381646505], [7.772948286328103, 0.21347211049547232, 0.4282241834613863], [0, 0.04943150973488494, 0.5]], [[0, 0.6664627527170134, -0.21765259541283416], [0, 0, 0.5], [15.071523161651406, 0.9142373588988126, -0.061073115491858315], [15.071523161651406, 0.9142373588988126, -0.061073115491858315], [5.646850170460044, 0, -0.5], [0, 1, -0.3850891604414426], [0, 1, -0.3850891604414426], [11.837160788878043, 0.32250017811430187, -0.2602087838214564], [11.837160788878043, 0.32250017811430187, -0.2602087838214564], [0, 0.42981247031052117, 0.5], [9.664830572203561, 0.7736700669360936, -0.3503563018203511], [18.39782113895954, 1, -0.1956873469764212], [15.680623686685138, 0.9143957574343563, -0.3714190288123652], [20, 0.70173026290324, -0.1314655513801542], [13.384598831817431, 0.9879903251361534, 0.06750357781528915], [2.253932302229952, 0.0811590224459428, 0.5], [13.598363518099907, 0, -0.3100282794582846], [2.2531397075619943, 0.3212358691863507, 0.5], [14.316998898308958, 0.2817002456648355, 0.5], [14.316998898308958, 0.2817002456648355, 0.5], [18.473910139263715, 0.6849658617008895, -0.5], [11.837160788878043, 0.42981247031052117, 0.18898291253645638], [11.837160788878043, 0.42981247031052117, 0.18898291253645638], [11.837160788878043, 0.42981247031052117, 0.18898291253645638], [19.249510185899407, 0.6849658617008895, 0.5]], [[15.14317033434221, 0.04081562423302197, -0.2771686287152699], [0, 0.11853523015670081, -0.07601215488985041], [10.174322379027355, 1, -0.3725490539994468], [12.256193228719091, 0.4767391009028993, 0.10690194982044583], [12.256193228719091, 0.4767391009028993, 0.10690194982044583], [4.30889792170466, 0.9709052710275063, -0.5], [20, 0.774842767496376, 0.13900470747440696], [20, 0.6649799303542119, 0.1924000220737736], [20, 0.6649799303542119, 0.1924000220737736], [4.537171873525285, 0.3557163729007258, 0.5], [4.537171873525285, 0.3557163729007258, 0.5], [0, 0.774842767496376, 0.14389175296938667], [0, 0.774842767496376, 0.14389175296938667], [1.568797698840803, 0, 0.5], [4.537171873525285, 0.6649799303542119, -0.09793693377764595], [14.259790592044954, 1, -0.5], [3.623371231515377, 0.33442888533529935, 0.5], [4.537171873525285, 0.6649799303542119, 0.13133828949310908], [4.537171873525285, 0.6649799303542119, 0.13133828949310908], [19.13626524343722, 0.07753198516940542, 0.5], [1.759276838827983, 0.4767391009028993, 0.10690194982044583], [4.94654295044066, 0.3887541924587055, 0.43647379085807214], [3.1729310648543487, 0.4037192740844275, 0.5], [0, 0.7103761586311621, -0.09645743439925589], [1.5719491413698252, 0.5610056669713717, 0.5]]]"
1,"[[[4.0409307235628, 0.42670447951637797, -0.2895792270066071], [3.2125480652309584, 0.3978615136235241, -0.24813613024974535], [11.834385388315326, 0.15831760168368914, -0.42700144772120885], [11.834385388315326, 0.15831760168368914, -0.42700144772120885], [18.8436296763317, 0.2830225283451675, -0.5], [18.8436296763317, 0.2830225283451675, -0.5], [5.739562507775197, 0.3488504826332307, -0.16717303504092287], [5.007567071495976, 0.2492333382279675, -0.5], [9.596164876068036, 0.7030102194343575, -0.5], [9.596164876068036, 0.7030102194343575, -0.5], [9.596164876068036, 0.7030102194343575, -0.5], [7.685693819401621, 0.8345773699629824, -0.5], [18.015711832848723, 0.8989158455389349, -0.22718047878230263], [8.029982315200698, 0.3111130592731533, -0.5], [0.5857017911433244, 0, -0.5], [9.596164876068036, 0.6879338266432127, -0.4773464502561636], [9.596164876068036, 0.6879338266432127, -0.4773464502561636], [20, 0.8259731162995915, -0.2697269833486645], [10.059836926788941, 0, -0.07802633873482234], [6.662689336840107, 0, -0.5], [9.596164876068036, 0.8340972750581068, -0.4773464502561636], [11.920330832018603, 0.5940203999504776, -0.5], [0, 0, -0.2817081739868106], [0, 0.08762577981580619, -0.4205086487606582], [9.596164876068036, 0.7030102194343575, -0.5]], [[10.192131758157725, 0.4137851319974266, -0.4202316185386472], [10.192131758157725, 0.4137851319974266, -0.4202316185386472], [10.192131758157725, 0.4137851319974266, -0.4202316185386472], [0, 0.6281321608192578, -0.5], [7.7934812707431345, 0.6516420024823604, -0.27536173067225816], [7.7934812707431345, 0.6516420024823604, -0.27536173067225816], [1.9594932905378293, 1, -0.5], [14.230516214915369, 0.6843370797608278, -0.11749335731785593], [20, 1, -0.37726863352856727], [2.3660500806530376, 0.5357656046296653, -0.5], [2.3660500806530376, 0.5357656046296653, -0.5], [2.3660500806530376, 0.5357656046296653, -0.5], [10.547777072061642, 0.5408622915642958, -0.37094697178895175], [8.539853111755354, 0.7858970649143029, -0.2702197597281576], [3.790304313365473, 0.2783400612531606, -0.37459229809229466], [3.790304313365473, 0.2783400612531606, -0.37459229809229466], [3.790304313365473, 0.2783400612531606, -0.37459229809229466], [20, 0.3533773475480299, -0.5], [14.230516214915369, 1, -0.5], [14.230516214915369, 1, -0.5], [4.279552908644952, 0.47544064485998067, -0.24748651593676074], [0, 0.5430455747294144, -0.25366171668531595], [7.654783722710505, 0.19466792915639997, -0.5], [2.3660500806530376, 0.5347057425228323, -0.5], [2.3660500806530376, 0.5347057425228323, -0.5]], [[19.506865947629283, 0, 0.5], [15.397823691746126, 0.6094827210817851, -0.44093661781895777], [10.730460530597329, 0.007228561061596417, -0.4213185421827059], [0, 0.8391672221983822, -0.4350475793263263], [8.90300086666059, 0.07938234798611343, -0.04682286371612035], [12.637369984422353, 0.48437703808046784, 0.4416832359667669], [12.637369984422353, 0.48437703808046784, 0.4416832359667669], [6.359596735655057, 0.06895668070308993, -0.5], [0.2583593469158174, 0.6580884531042274, 0.11473475403618637], [14.381983760487419, 0.027862255223158768, 0.5], [20, 0.44817452941270447, 0.47547225669098836], [0.6433677392656851, 0.578287232549066, -0.20485023214346804], [5.915205979650267, 0, -0.4278848383032175], [5.915205979650267, 0, -0.4278848383032175], [20, 0, 0.32960817508180534], [10.043600418849477, 0, 0.5], [0, 0.48437703808046784, -0.21414536216473734], [0, 0.48437703808046784, -0.21414536216473734], [0, 0.48437703808046784, -0.21414536216473734], [11.163213364919558, 0.5491747132859447, 0.39165438147403264], [13.672826712480468, 0.49458775015594597, 0.5], [0, 0.48437703808046784, -0.5], [0, 0.48437703808046784, -0.5], [10.152695384443675, 0.4172425184133993, 0.5], [16.336158664523644, 0.12025259753609663, 0.4181423874641995]], [[6.101689601095096, 0.4752477676043377, -0.19045013561106772], [6.101689601095096, 0.4752477676043377, -0.19045013561106772], [20, 0.6101195730411393, -0.3293231360878816], [20, 0.6101195730411393, -0.3293231360878816], [20, 0.6101195730411393, -0.3293231360878816], [20, 0.5353850868921755, -0.3225098009711497], [20, 0.5353850868921755, -0.3225098009711497], [0, 0.40508006076578984, -0.29526941987287647], [0, 0, -0.01268427556811852], [20, 0.5095089689385818, -0.39125020404004757], [5.264045477284442, 0.025845937991512136, -0.21327274281356098], [5.264045477284442, 0.025845937991512136, -0.21327274281356098], [4.174688516671709, 0.6133284339288261, -0.3035712924605182], [14.135604294946694, 0.45858420976945535, 0.09102291373117621], [3.2507528690759186, 0.28907056503533834, -0.5], [12.958866574671163, 0.8492187138657104, 0.025971699048496943], [1.9823142626708814, 0, -0.4890451961237711], [1.9823142626708814, 0, -0.4890451961237711], [20, 0.7579460993745728, -0.24256934605128846], [0, 1, -0.3965922745759461], [0, 1, -0.3965922745759461], [0, 0.4010588631979165, -0.5], [0, 0.4010588631979165, -0.5], [0, 0, 0.2994740836790219], [4.33146411576854, 0.0921674403033549, -0.23186978036799963]], [[0, 0.8303805507446624, 0.025727496904807662], [6.4815097603769, 0.9060582583203982, -0.019007805446324938], [0, 0.8098325953008363, 0.022803728684629293], [6.4815097603769, 0.9266769091645075, -0.019007805446324938], [0, 0.8097758604638245, 0.022803728684629293], [5.163230629424496, 0.922587145153396, -0.017589941612089932], [5.163230629424496, 0.922587145153396, -0.017589941612089932], [5.953391004764869, 1, -0.017589941612089932], [5.953391004764869, 1, -0.017589941612089932], [4.937585754064189, 0.910047574565259, -0.017589941612089932], [5.90289981114054, 1, -0.028161762991589734], [4.937585754064189, 0.8894482606012711, -0.017589941612089932], [0, 0.910047574565259, 0.26938685599130446], [0, 0.910047574565259, 0.26938685599130446], [4.417799156681042, 0.910047574565259, -0.017589941612089932], [4.417799156681042, 0.910047574565259, -0.017589941612089932], [4.417799156681042, 1, -0.017589941612089932], [5.437568995682335, 1, -0.017589941612089932], [0, 0.8894482606012711, -0.017589941612089932], [0, 0.8894482606012711, -0.017589941612089932], [5.360417111319002, 1, -0.017589941612089932], [4.417799156681042, 0.910047574565259, -0.017589941612089932], [4.417799156681042, 0.910047574565259, -0.017589941612089932], [1.4877285797334008, 1, 0.5], [5.360417111319002, 1, -0.19995788332657405]], [[20, 0, 0.41737525708823264], [18.155513266196913, 0.30293480283210494, -0.41192589636729465], [18.155513266196913, 0.30293480283210494, -0.41192589636729465], [18.155513266196913, 0.30293480283210494, -0.41192589636729465], [18.155513266196913, 0.30293480283210494, -0.41192589636729465], [13.585728091274301, 0.6124803317466051, 0.5], [20, 0.3910835809626739, -0.49032463629065626], [20, 0.4247043265198952, -0.5], [17.21734203487452, 0.4063594081670462, -0.5], [20, 0.30293480283210494, -0.41192589636729465], [15.042165276137572, 0.5699966597220492, -0.5], [15.042165276137572, 0.5699966597220492, -0.5], [20, 0.03028977737395279, 0.3307740676450053], [17.3741410891112, 0.10664861460933302, -0.23868845019779597], [12.07192861460235, 0, 0.29163620008611857], [18.155513266196913, 0.1537042212782901, 0.16387687407587387], [18.155513266196913, 0.1537042212782901, 0.16387687407587387], [12.199966940467117, 0, 0.3483693759520596], [12.199966940467117, 0, 0.3483693759520596], [16.317623079480267, 0.40163507741411714, -0.4020467497715131], [20, 0.6257330278784873, -0.5], [8.096946745808097, 0.5699966597220492, -0.2526363192621558], [17.854340186656223, 0.4649853193876782, -0.5], [16.212406948858913, 0, 0.5], [13.459039296003, 0.3734527324793375, 0.4315139496013251]], [[1.6309476289288791, 0.6896441653668799, 0.30604702525216465], [4.466951948068201, 0, -0.2756081017470231], [0, 0, -0.24937912127530248], [0, 0, -0.24937912127530248], [0, 0, -0.24937912127530248], [0, 0, -0.24937912127530248], [0, 0.0002001852650504898, -0.5], [4.22399062426177, 0.5532572853472788, 0.5], [0.19006986142885776, 0, -0.278139189789243], [0, 0.6489724196616125, 0.45203739902405976], [3.8689417006009204, 0.08568949065991867, 0.4350080005690753], [3.8689417006009204, 0.08568949065991867, 0.4350080005690753], [3.8689417006009204, 0.08568949065991867, 0.4350080005690753], [1.2040238259478173, 0.7066885095536557, 0.29573048380317823], [0.4820306501146606, 0, -0.28775918176424076], [0, 0.3231290670010738, 0.4983345699708198], [4.39271681346687, 0, -0.5], [0, 0.1622307092406284, -0.4153086291855538], [0, 0.1622307092406284, -0.4153086291855538], [0, 0, -0.011166108680507145], [0, 0, -0.011166108680507145], [3.7069216030385537, 0.3958102539674279, 0.3021578614030404], [3.7069216030385537, 0.3958102539674279, 0.03848706203333328], [3.7069216030385537, 0.3958102539674279, 0.03848706203333328], [2.77336789751933, 0.3931339072186908, 0.23146976054824453]], [[7.790427202174123, 0.18160813504448892, 0.4425660727406076], [7.790427202174123, 0.18160813504448892, 0.4425660727406076], [4.56736416569477, 0.34114745099190946, 0.3001560544538088], [7.192453974074699, 0.11212160501386734, 0.057165642547741424], [0, 0.2744719102095337, 0.33157845141082826], [14.648714121889926, 0.11435285470919558, 0.29685652884449965], [0, 0, 0.5], [7.790427202174123, 0.18160813504448892, 0.5], [7.790427202174123, 0.18160813504448892, 0.5], [5.925946360359437, 0.17857183158680798, 0.4030699866124281], [5.079440104089731, 0.6200509811290595, 0.46697914868582185], [0, 0, 0.5], [0.26178683534172364, 0.3130923202808488, 0.3858482046136852], [6.232698809884771, 0.30922682423638903, 0.5], [6.232698809884771, 0.30922682423638903, 0.5], [0.823050620938869, 0.11212160501386734, 0.49707644566947334], [0.823050620938869, 0.11212160501386734, 0.49707644566947334], [6.683807754737552, 0.48439217494430664, 0.3601413894546823], [0, 0, 0.5], [3.414123582293715, 0, 0.21020090954955756], [0, 0, 0.4282241834613863], [2.8985710587111484, 0.2744719102095337, -0.3418442381646505], [2.8985710587111484, 0.2744719102095337, -0.3418442381646505], [7.772948286328103, 0.21347211049547232, 0.4282241834613863], [0, 0.04943150973488494, 0.5]], [[0, 0.6664627527170134, -0.21765259541283416], [0, 0, 0.5], [15.071523161651406, 0.9142373588988126, -0.061073115491858315], [15.071523161651406, 0.9142373588988126, -0.061073115491858315], [5.646850170460044, 0, -0.5], [0, 1, -0.3850891604414426], [0, 1, -0.3850891604414426], [11.837160788878043, 0.32250017811430187, -0.2602087838214564], [11.837160788878043, 0.32250017811430187, -0.2602087838214564], [0, 0.42981247031052117, 0.5], [9.664830572203561, 0.7736700669360936, -0.3503563018203511], [18.39782113895954, 1, -0.1956873469764212], [15.680623686685138, 0.9143957574343563, -0.3714190288123652], [20, 0.70173026290324, -0.1314655513801542], [13.384598831817431, 0.9879903251361534, 0.06750357781528915], [2.253932302229952, 0.0811590224459428, 0.5], [13.598363518099907, 0, -0.3100282794582846], [2.2531397075619943, 0.3212358691863507, 0.5], [14.316998898308958, 0.2817002456648355, 0.5], [14.316998898308958, 0.2817002456648355, 0.5], [18.473910139263715, 0.6849658617008895, -0.5], [11.837160788878043, 0.42981247031052117, 0.18898291253645638], [11.837160788878043, 0.42981247031052117, 0.18898291253645638], [11.837160788878043, 0.42981247031052117, 0.18898291253645638], [19.249510185899407, 0.6849658617008895, 0.5]], [[15.14317033434221, 0.04081562423302197, -0.2771686287152699], [0, 0.11853523015670081, -0.07601215488985041], [10.174322379027355, 1, -0.3725490539994468], [12.256193228719091, 0.4767391009028993, 0.10690194982044583], [12.256193228719091, 0.4767391009028993, 0.10690194982044583], [4.30889792170466, 0.9709052710275063, -0.5], [20, 0.774842767496376, 0.13900470747440696], [20, 0.6649799303542119, 0.1924000220737736], [20, 0.6649799303542119, 0.1924000220737736], [4.537171873525285, 0.3557163729007258, 0.5], [4.537171873525285, 0.3557163729007258, 0.5], [0, 0.774842767496376, 0.14389175296938667], [0, 0.774842767496376, 0.14389175296938667], [1.568797698840803, 0, 0.5], [4.537171873525285, 0.6649799303542119, -0.09793693377764595], [14.259790592044954, 1, -0.5], [3.623371231515377, 0.33442888533529935, 0.5], [4.537171873525285, 0.6649799303542119, 0.13133828949310908], [4.537171873525285, 0.6649799303542119, 0.13133828949310908], [19.13626524343722, 0.07753198516940542, 0.5], [1.759276838827983, 0.4767391009028993, 0.10690194982044583], [4.94654295044066, 0.3887541924587055, 0.43647379085807214], [3.1729310648543487, 0.4037192740844275, 0.5], [0, 0.7103761586311621, -0.09645743439925589], [1.5719491413698252, 0.5610056669713717, 0.5]]]"
