Bat,Rotor,Height,ResPolBat,ResPolRot,desC,operC,resC,c1,c2,c3,c_cum
0,0,10,0,0,0,217288480.9685409,217324040.14356428,1,1,0,1
0,0,20,0,0,0,4405679.139061897,4440441.2530828435,1,1,0,1
0,0,30,0,0,0,-7514128.43330109,-7479702.302299384,0,0,0,0
0,0,40,0,0,0,-9486072.663137984,-9461473.739573348,0,0,0,0
0,0,50,0,0,0,-9473092.653582966,-9448643.575257974,0,0,0,0
0,0,60,0,0,0,-9966062.847378777,-9943999.030773368,0,0,0,0
0,0,70,0,0,0,-9961801.446546977,-9939822.600162517,0,0,0,0
0,0,80,0,0,0,-10959031.939715885,-10941796.647439653,0,0,0,0
0,0,90,0,0,0,-10957136.282944445,-10939970.228323141,0,0,0,0
0,0,100,0,0,0,-10955780.447686521,-10938683.631966649,0,0,0,0
0,0,110,0,0,0,-10954777.229476253,-10937768.933636539,0,0,1,1
0,0,120,0,0,0,-10954014.176172283,-10937089.68879505,0,0,1,1
0,1,10,0,0,1000,216544480.95794106,216582415.4344895,1,1,0,1
0,1,20,0,0,1000,209905720.64989093,209943337.0177551,1,1,0,1
0,1,30,0,0,1000,2485871.5666989097,2522397.068992685,1,1,0,1
0,1,40,0,0,1000,-9486072.663137984,-9459972.443555767,0,0,0,0
0,1,50,0,0,1000,-9473092.653582966,-9447150.203518892,0,0,0,0
0,1,60,0,0,1000,-9966062.847378777,-9942574.01895589,0,0,0,0
0,1,70,0,0,1000,-9961801.446546977,-9938405.145088002,0,0,0,0
0,1,80,0,0,1000,-10959031.939715885,-10940628.151561668,0,0,0,0
0,1,90,0,0,1000,-10957136.282944445,-10938806.737897446,0,0,0,0
0,1,100,0,0,1000,-10955780.447686521,-10937524.657070827,0,0,0,0
0,1,110,0,0,1000,-10954777.229476253,-10936618.295329425,0,0,1,1
0,1,120,0,0,1000,-10954014.176172283,-10935946.996120844,0,0,1,1
0,2,10,0,0,2000,216312480.95120248,216353058.4987982,1,1,0,1
0,2,20,0,0,2000,211339720.64905974,211379960.38071853,1,1,0,1
0,2,30,0,0,2000,207985911.6643939,208025789.8797998,1,1,0,1
0,2,40,0,0,2000,513927.33686201664,541730.1857951465,1,1,0,1
0,2,50,0,0,2000,526907.3464170333,554535.6604167556,1,1,0,1
0,2,60,0,0,2000,33937.15262122328,58842.85038996824,1,1,0,1
0,2,70,0,0,2000,38198.55345302301,63003.46491540827,1,1,0,1
0,2,80,0,0,2000,-10959031.939715885,-10939548.55377083,0,0,0,0
0,2,90,0,0,2000,-10957136.282944445,-10937730.349766817,0,0,0,0
0,2,100,0,0,2000,-10955780.447686521,-10936451.308126321,0,0,0,0
0,2,110,0,0,2000,-10954777.229476253,-10935548.72047647,0,0,1,1
0,2,120,0,0,2000,-10954014.176172283,-10934881.3238661,0,0,1,1
1,0,10,0,0,300,237172480.96514094,237229815.0698946,1,1,0,1
1,0,20,0,0,300,14405679.139061896,14441375.029584724,1,1,0,1
1,0,30,0,0,300,-7514128.43330109,-7480899.793942935,0,0,0,0
1,0,40,0,0,300,-9486072.663137984,-9470401.004186638,0,0,0,0
1,0,50,0,0,300,-9473092.653582966,-9457497.590210786,0,0,0,0
1,0,60,0,0,300,-9966062.847378777,-9952043.951894239,0,0,0,0
1,0,70,0,0,300,-9961801.446546977,-9947826.363926472,0,0,0,0
1,0,80,0,0,300,-10959031.939715885,-10948453.84348427,0,0,0,0
1,0,90,0,0,300,-10957136.282944445,-10946594.510396076,0,0,0,0
1,0,100,0,0,300,-10955780.447686521,-10945275.03878793,0,0,0,0
1,0,110,0,0,300,-10954777.229476253,-10944320.371264111,0,0,1,1
1,0,120,0,0,300,-10954014.176172283,-10943603.858906843,0,0,1,1
1,1,10,0,0,1300,236824480.95494273,236884340.3004321,1,1,0,1
1,1,20,0,0,1300,230819720.6495412,230878716.786018,1,1,0,1
1,1,30,0,0,1300,12485871.56669891,12525328.0669028,1,1,0,1
1,1,40,0,0,1300,-9486072.663137984,-9460874.200006409,0,0,0,0
1,1,50,0,0,1300,-9473092.653582966,-9448080.99594232,0,0,0,0
1,1,60,0,0,1300,-9966062.847378777,-9943435.06018341,0,0,0,0
1,1,70,0,0,1300,-9961801.446546977,-9939264.682487968,0,0,0,0
1,1,80,0,0,1300,-10959031.939715885,-10946949.815249486,0,0,0,0
1,1,90,0,0,1300,-10957136.282944445,-10945094.66228719,0,0,0,0
1,1,100,0,0,1300,-10955780.447686521,-10943778.883375913,0,0,0,0
1,1,110,0,0,1300,-10954777.229476253,-10942827.64657053,0,0,1,1
1,1,120,0,0,1300,-10954014.176172283,-10942113.358613418,0,0,1,1
1,2,10,0,0,2300,236592480.94925436,236654275.6870492,1,1,0,1
1,2,20,0,0,2300,232253720.64891785,232314826.49913725,1,1,0,1
1,2,30,0,0,2300,228138800.55334207,228199187.83242822,1,1,0,1
1,2,40,0,0,2300,10513927.336862016,10543646.60265377,1,1,0,1
1,2,50,0,0,2300,10526907.346417034,10556456.97330662,1,1,0,1
1,2,60,0,0,2300,10033937.152621223,10059327.558114573,1,1,0,1
1,2,70,0,0,2300,10038198.553453023,10063473.417094352,1,1,0,1
1,2,80,0,0,2300,-10959031.939715885,-10940326.745633822,0,0,0,0
1,2,90,0,0,2300,-10957136.282944445,-10938494.42360011,0,0,0,0
1,2,100,0,0,2300,-10955780.447686521,-10937199.89759699,0,0,0,0
1,2,110,0,0,2300,-10954777.229476253,-10936267.843477039,0,0,1,1
1,2,120,0,0,2300,-10954014.176172283,-10935570.063469447,0,0,1,1
2,0,10,0,0,300,237172480.96514094,237226566.6495171,1,1,0,1
2,0,20,0,0,300,14405679.139061896,14458802.800266948,1,1,0,1
2,0,30,0,0,300,-7514128.43330109,-7461516.754733259,0,0,0,0
2,0,40,0,0,300,-9486072.663137984,-9448439.434211642,0,0,0,0
2,0,50,0,0,300,-9473092.653582966,-9435681.134909155,0,0,0,0
2,0,60,0,0,300,-9966062.847378777,-9932303.851749115,0,0,0,0
2,0,70,0,0,300,-9961801.446546977,-9928168.169394393,0,0,0,0
2,0,80,0,0,300,-10959031.939715885,-10932894.990431739,0,0,0,0
2,0,90,0,0,300,-10957136.282944445,-10931102.994416054,0,0,0,0
2,0,100,0,0,300,-10955780.447686521,-10929850.817744454,0,0,0,0
2,0,110,0,0,300,-10954777.229476253,-10928985.825448597,0,0,1,1
2,0,120,0,0,300,-10954014.176172283,-10928355.233621141,0,0,1,1
2,1,10,0,0,1300,236824480.95494273,236883019.69873285,1,1,0,1
2,1,20,0,0,1300,230819720.6495412,230877801.84617,1,1,0,1
2,1,30,0,0,1300,12485871.56669891,12542751.2554477,1,1,0,1
2,1,40,0,0,1300,-9486072.663137984,-9446384.52708295,0,0,0,0
2,1,50,0,0,1300,-9473092.653582966,-9433634.15205896,0,0,0,0
2,1,60,0,0,1300,-9966062.847378777,-9930387.039931638,0,0,0,0
2,1,70,0,0,1300,-9961801.446546977,-9926258.914319877,0,0,0,0
2,1,80,0,0,1300,-10959031.939715885,-10931079.851085844,0,0,0,0
2,1,90,0,0,1300,-10957136.282944445,-10929292.035196058,0,0,0,0
2,1,100,0,0,1300,-10955780.447686521,-10928043.551221326,0,0,0,0
2,1,110,0,0,1300,-10954777.229476253,-10927181.989643903,0,0,1,1
2,1,120,0,0,1300,-10954014.176172283,-10926553.622216605,0,0,1,1
2,2,10,0,0,2300,236592480.94925436,236654205.50209177,1,1,0,1
2,2,20,0,0,2300,232253720.64891785,232314970.97950798,1,1,0,1
2,2,30,0,0,2300,228138800.55334207,228199540.7570067,1,1,0,1
2,2,40,0,0,2300,10513927.336862016,10556262.15782352,1,1,0,1
2,2,50,0,0,2300,10526907.346417034,10568995.767432243,1,1,0,1
2,2,60,0,0,2300,10033937.152621223,10071854.80441422,1,1,0,1
2,2,70,0,0,2300,10038198.553453023,10075974.670683533,1,1,0,1
2,2,80,0,0,2300,-10959031.939715885,-10929382.81440612,0,0,0,0
2,2,90,0,0,2300,-10957136.282944445,-10927598.20817654,0,0,0,0
2,2,100,0,0,2300,-10955780.447686521,-10926352.763387932,0,0,0,0
2,2,110,0,0,2300,-10954777.229476253,-10925494.975902058,0,0,1,1
2,2,120,0,0,2300,-10954014.176172283,-10924870.51107297,0,0,1,1
3,0,10,0,0,600,276776480.96474093,276884019.3379563,1,1,0,1
3,0,20,0,0,600,34405679.1390619,34466607.75638205,1,1,0,1
3,0,30,0,0,600,-7514128.43330109,-7485824.458503468,0,0,0,0
3,0,40,0,0,600,-9486072.663137984,-9467856.463438222,0,0,0,0
3,0,50,0,0,600,-9473092.653582966,-9454951.66481478,0,0,0,0
3,0,60,0,0,600,-9966062.847378777,-9949799.94399086,0,0,0,0
3,0,70,0,0,600,-9961801.446546977,-9945581.946922302,0,0,0,0
3,0,80,0,0,600,-10959031.939715885,-10947023.756696265,0,0,0,0
3,0,90,0,0,600,-10957136.282944445,-10945164.282084431,0,0,0,0
3,0,100,0,0,600,-10955780.447686521,-10943844.709243516,0,0,0,0
