,Generations,EA Fitness Values,EA Health States,time
0,0,0.3438448348783008,"[[9.88568239389782, 0.993627498603396, 0.3399567552516122], [9.88846480183653, 0.6288974241221859, 0.15778603112232842], [9.88846480183653, 0.6288974241221859, 0.3325615678650037], [0, 0.6746112637928725, 0.1287944161780716], [20, 0.5005237052987292, 0.020913640928234195], [0, 0.8442549872734002, -0.2560803206108474], [18.480776895198964, 0.9983903929524105, 0.028507546332101775], [9.591657065665885, 0.9983903929524105, -0.29671270712932574], [8.240222760122087, 1, 0.5], [15.776078924680073, 0.007666142425073658, -0.18074313154636895]]",1.0701893305778503
1,1,0.3438448348783008,"[[9.88568239389782, 0.993627498603396, 0.3399567552516122], [9.88846480183653, 0.6288974241221859, 0.15778603112232842], [9.88846480183653, 0.6288974241221859, 0.3325615678650037], [0, 0.6746112637928725, 0.1287944161780716], [20, 0.5005237052987292, 0.020913640928234195], [0, 0.8442549872734002, -0.2560803206108474], [18.480776895198964, 0.9983903929524105, 0.028507546332101775], [9.591657065665885, 0.9983903929524105, -0.29671270712932574], [8.240222760122087, 1, 0.5], [15.776078924680073, 0.007666142425073658, -0.18074313154636895]]",2.1403786611557005
2,2,0.3438448348783008,"[[9.88568239389782, 0.993627498603396, 0.3399567552516122], [9.88846480183653, 0.6288974241221859, 0.15778603112232842], [9.88846480183653, 0.6288974241221859, 0.3325615678650037], [0, 0.6746112637928725, 0.1287944161780716], [20, 0.5005237052987292, 0.020913640928234195], [0, 0.8442549872734002, -0.2560803206108474], [18.480776895198964, 0.9983903929524105, 0.028507546332101775], [9.591657065665885, 0.9983903929524105, -0.29671270712932574], [8.240222760122087, 1, 0.5], [15.776078924680073, 0.007666142425073658, -0.18074313154636895]]",3.210567991733551
3,3,0.3438448348783008,"[[9.88568239389782, 0.993627498603396, 0.3399567552516122], [9.88846480183653, 0.6288974241221859, 0.15778603112232842], [9.88846480183653, 0.6288974241221859, 0.3325615678650037], [0, 0.6746112637928725, 0.1287944161780716], [20, 0.5005237052987292, 0.020913640928234195], [0, 0.8442549872734002, -0.2560803206108474], [18.480776895198964, 0.9983903929524105, 0.028507546332101775], [9.591657065665885, 0.9983903929524105, -0.29671270712932574], [8.240222760122087, 1, 0.5], [15.776078924680073, 0.007666142425073658, -0.18074313154636895]]",4.280757322311401
4,4,0.3438448348783008,"[[9.88568239389782, 0.993627498603396, 0.3399567552516122], [9.88846480183653, 0.6288974241221859, 0.15778603112232842], [9.88846480183653, 0.6288974241221859, 0.3325615678650037], [0, 0.6746112637928725, 0.1287944161780716], [20, 0.5005237052987292, 0.020913640928234195], [0, 0.8442549872734002, -0.2560803206108474], [18.480776895198964, 0.9983903929524105, 0.028507546332101775], [9.591657065665885, 0.9983903929524105, -0.29671270712932574], [8.240222760122087, 1, 0.5], [15.776078924680073, 0.007666142425073658, -0.18074313154636895]]",5.3509466528892515
5,5,0.3438448348783008,"[[9.88568239389782, 0.993627498603396, 0.3399567552516122], [9.88846480183653, 0.6288974241221859, 0.15778603112232842], [9.88846480183653, 0.6288974241221859, 0.3325615678650037], [0, 0.6746112637928725, 0.1287944161780716], [20, 0.5005237052987292, 0.020913640928234195], [0, 0.8442549872734002, -0.2560803206108474], [18.480776895198964, 0.9983903929524105, 0.028507546332101775], [9.591657065665885, 0.9983903929524105, -0.29671270712932574], [8.240222760122087, 1, 0.5], [15.776078924680073, 0.007666142425073658, -0.18074313154636895]]",6.421135983467102
6,6,0.3438448348783008,"[[9.88568239389782, 0.993627498603396, 0.3399567552516122], [9.88846480183653, 0.6288974241221859, 0.15778603112232842], [9.88846480183653, 0.6288974241221859, 0.3325615678650037], [0, 0.6746112637928725, 0.1287944161780716], [20, 0.5005237052987292, 0.020913640928234195], [0, 0.8442549872734002, -0.2560803206108474], [18.480776895198964, 0.9983903929524105, 0.028507546332101775], [9.591657065665885, 0.9983903929524105, -0.29671270712932574], [8.240222760122087, 1, 0.5], [15.776078924680073, 0.007666142425073658, -0.18074313154636895]]",7.4913253140449525
7,7,0.3438448348783008,"[[9.88568239389782, 0.993627498603396, 0.3399567552516122], [9.88846480183653, 0.6288974241221859, 0.15778603112232842], [9.88846480183653, 0.6288974241221859, 0.3325615678650037], [0, 0.6746112637928725, 0.1287944161780716], [20, 0.5005237052987292, 0.020913640928234195], [0, 0.8442549872734002, -0.2560803206108474], [18.480776895198964, 0.9983903929524105, 0.028507546332101775], [9.591657065665885, 0.9983903929524105, -0.29671270712932574], [8.240222760122087, 1, 0.5], [15.776078924680073, 0.007666142425073658, -0.18074313154636895]]",8.561514644622802
8,8,0.3438448348783008,"[[9.88568239389782, 0.993627498603396, 0.3399567552516122], [9.88846480183653, 0.6288974241221859, 0.15778603112232842], [9.88846480183653, 0.6288974241221859, 0.3325615678650037], [0, 0.6746112637928725, 0.1287944161780716], [20, 0.5005237052987292, 0.020913640928234195], [0, 0.8442549872734002, -0.2560803206108474], [18.480776895198964, 0.9983903929524105, 0.028507546332101775], [9.591657065665885, 0.9983903929524105, -0.29671270712932574], [8.240222760122087, 1, 0.5], [15.776078924680073, 0.007666142425073658, -0.18074313154636895]]",9.631703975200653
9,9,0.3438448348783008,"[[9.88568239389782, 0.993627498603396, 0.3399567552516122], [9.88846480183653, 0.6288974241221859, 0.15778603112232842], [9.88846480183653, 0.6288974241221859, 0.3325615678650037], [0, 0.6746112637928725, 0.1287944161780716], [20, 0.5005237052987292, 0.020913640928234195], [0, 0.8442549872734002, -0.2560803206108474], [18.480776895198964, 0.9983903929524105, 0.028507546332101775], [9.591657065665885, 0.9983903929524105, -0.29671270712932574], [8.240222760122087, 1, 0.5], [15.776078924680073, 0.007666142425073658, -0.18074313154636895]]",10.701893305778503
10,10,0.3464755319342934,"[[1.0020613956425732, 1, 0.5], [5.0404277448279124, 0.8612640591664621, 0.3657983671707313], [3.363820844432337, 0.9231812731671135, -0.5], [13.418340492049024, 1, 0.3797451633559186], [13.03907818599412, 0.8801711166679647, -0.5], [4.967122638358172, 0.9247661832501569, 0.1799491203507341], [4.967122638358172, 0.9247661832501569, 0.1799491203507341], [0.4789809247167591, 0.22350352604920137, -0.5], [3.3134282290958303, 1, 0.36748779350801075], [0.4403423902629134, 0.4606508727372346, -0.2734935862287632]]",11.772082636356354
11,11,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",12.842271966934204
12,12,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",13.912461297512055
13,13,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",14.982650628089905
14,14,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",16.052839958667754
15,15,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",17.123029289245604
16,16,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",18.193218619823455
17,17,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",19.263407950401305
18,18,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",20.333597280979156
19,19,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",21.403786611557006
20,20,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",22.473975942134857
21,21,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",23.544165272712707
22,22,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",24.614354603290558
23,23,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",25.684543933868408
24,24,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",26.75473326444626
25,25,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",27.82492259502411
26,26,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",28.89511192560196
27,27,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",29.96530125617981
28,28,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",31.03549058675766
29,29,0.35703312157594347,"[[0.8057184595013673, 1, 0.193359844975817], [9.889357886308378, 0.17569592986552235, 0.38188219426214354], [1.2371177455175655, 0.41260601109662187, 0.5], [20, 0.5005237052987292, 0.19536617031779754], [20, 0.5005237052987292, 0.19536617031779754], [0, 0.5534639214739774, -0.45624815378432704], [16.557190648587955, 1, -0.2921533446168381], [1.3945432953712213, 1, -0.3072160858206603], [7.497347100909574, 0.8397156338336458, 0.5], [7.497347100909574, 0.007666142425073658, -0.18074313154636895]]",32.10567991733551
