,Generations,EA Fitness Values,EA Health States,time
0,0,0.32235265905710225,"[[20, 0.7283327523848291, 0.5], [0, 0.772598754908298, -0.49793005987726974], [4.605690131151272, 0.6802348862690467, 0.21589125089100303], [1.9423382971866232, 0.43375619857582465, -0.3217151214637536], [0.2684732527243483, 0.5798268614132195, -0.13047631455024888], [0.2684732527243483, 0.5798268614132195, -0.13047631455024888], [6.739972386903305, 0.5586110266078298, -0.5], [6.816224021891136, 0.3012334883683958, 0.16179634595194892], [20, 0.8155090033641093, -0.09384246262075721], [4.724554131751657, 0.8155090033641093, 0.09307580214980138]]",1.0985227560997008
1,1,0.32235265905710225,"[[20, 0.7283327523848291, 0.5], [0, 0.772598754908298, -0.49793005987726974], [4.605690131151272, 0.6802348862690467, 0.21589125089100303], [1.9423382971866232, 0.43375619857582465, -0.3217151214637536], [0.2684732527243483, 0.5798268614132195, -0.13047631455024888], [0.2684732527243483, 0.5798268614132195, -0.13047631455024888], [6.739972386903305, 0.5586110266078298, -0.5], [6.816224021891136, 0.3012334883683958, 0.16179634595194892], [20, 0.8155090033641093, -0.09384246262075721], [4.724554131751657, 0.8155090033641093, 0.09307580214980138]]",2.1970455121994017
2,2,0.3295013766173096,"[[18.61146230972532, 0.6465773876702152, 0.30109265966131915], [0, 0.18949301933609602, -0.21167042715745976], [4.464906974515108, 0.8662197282969302, -0.04899854288983885], [4.464906974515108, 0.6243340451647661, -0.2374453713479472], [2.788309163479802, 0.635764876769669, -0.4661848397961621], [2.788309163479802, 0.635764876769669, -0.4661848397961621], [7.755104115105121, 1, -0.5], [0, 0.735967767955992, -0.1469945846177105], [20, 0.7698143928114616, -0.21069541107047196], [5.066328398067399, 0.910036462434932, 0.5]]",3.2955682682991028
3,3,0.3410092996049771,"[[17.297949775765474, 0.8476293591453951, 0.5], [0, 1, -0.5], [0.17459028939136267, 0.6671243028850002, 0.16498561985507867], [1.1920809832833013, 0.3650081896452825, -0.24134312213659437], [0, 0.43550057781415186, -0.2848573211457567], [0, 0.43550057781415186, -0.2848573211457567], [7.288501822697775, 0.6331859936598404, -0.5], [8.969630307337649, 0.24790754599358558, 0.5], [17.87232129652076, 0.9497851950521708, -0.11160902663690891], [1.4497077732491186, 0.8985463632924553, 0.3773720099801506]]",4.394091024398803
4,4,0.3410092996049771,"[[17.297949775765474, 0.8476293591453951, 0.5], [0, 1, -0.5], [0.17459028939136267, 0.6671243028850002, 0.16498561985507867], [1.1920809832833013, 0.3650081896452825, -0.24134312213659437], [0, 0.43550057781415186, -0.2848573211457567], [0, 0.43550057781415186, -0.2848573211457567], [7.288501822697775, 0.6331859936598404, -0.5], [8.969630307337649, 0.24790754599358558, 0.5], [17.87232129652076, 0.9497851950521708, -0.11160902663690891], [1.4497077732491186, 0.8985463632924553, 0.3773720099801506]]",5.4926137804985045
5,5,0.3410092996049771,"[[17.297949775765474, 0.8476293591453951, 0.5], [0, 1, -0.5], [0.17459028939136267, 0.6671243028850002, 0.16498561985507867], [1.1920809832833013, 0.3650081896452825, -0.24134312213659437], [0, 0.43550057781415186, -0.2848573211457567], [0, 0.43550057781415186, -0.2848573211457567], [7.288501822697775, 0.6331859936598404, -0.5], [8.969630307337649, 0.24790754599358558, 0.5], [17.87232129652076, 0.9497851950521708, -0.11160902663690891], [1.4497077732491186, 0.8985463632924553, 0.3773720099801506]]",6.5911365365982055
6,6,0.35257622709476133,"[[1.4767258669951335, 0.7056578471727097, 0.4480893099542852], [17.44956887399772, 0.21902271509861249, 0.5], [20, 0.39488891114857905, -0.5], [0.09942396959563649, 1, -0.5], [8.114418689093641, 1, -0.04806344424646625], [8.114418689093641, 1, 0.2064405116802332], [20, 0.7842521723345237, 0.29708006043823043], [10.170522942508478, 0, 0.45072820634237065], [7.360594546835403, 0.2377506656796012, -0.5], [0, 0.7606972343763245, 0.5]]",7.689659292697907
7,7,0.35257622709476133,"[[1.4767258669951335, 0.7056578471727097, 0.4480893099542852], [17.44956887399772, 0.21902271509861249, 0.5], [20, 0.39488891114857905, -0.5], [0.09942396959563649, 1, -0.5], [8.114418689093641, 1, -0.04806344424646625], [8.114418689093641, 1, 0.2064405116802332], [20, 0.7842521723345237, 0.29708006043823043], [10.170522942508478, 0, 0.45072820634237065], [7.360594546835403, 0.2377506656796012, -0.5], [0, 0.7606972343763245, 0.5]]",8.788182048797607
8,8,0.35257622709476133,"[[1.4767258669951335, 0.7056578471727097, 0.4480893099542852], [17.44956887399772, 0.21902271509861249, 0.5], [20, 0.39488891114857905, -0.5], [0.09942396959563649, 1, -0.5], [8.114418689093641, 1, -0.04806344424646625], [8.114418689093641, 1, 0.2064405116802332], [20, 0.7842521723345237, 0.29708006043823043], [10.170522942508478, 0, 0.45072820634237065], [7.360594546835403, 0.2377506656796012, -0.5], [0, 0.7606972343763245, 0.5]]",9.886704804897308
9,9,0.35257622709476133,"[[1.4767258669951335, 0.7056578471727097, 0.4480893099542852], [17.44956887399772, 0.21902271509861249, 0.5], [20, 0.39488891114857905, -0.5], [0.09942396959563649, 1, -0.5], [8.114418689093641, 1, -0.04806344424646625], [8.114418689093641, 1, 0.2064405116802332], [20, 0.7842521723345237, 0.29708006043823043], [10.170522942508478, 0, 0.45072820634237065], [7.360594546835403, 0.2377506656796012, -0.5], [0, 0.7606972343763245, 0.5]]",10.985227560997009
