,Generations,CCEA Fitness Values,Best_Sol,time
0,0,3.3235388823915732,"[[0, 0.5329006596903992, 0.47794188403711324], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [0, 0.10797145531880364, 0.1006972989144311], [0, 1, 0.09587787591298211], [13.003773299456526, 0.30760954092463977, 0.02616692184979444], [16.232581993187754, 0.6420988609839033, -0.07121197753162123], [15.998730296775133, 0.028433120734213446, -0.14023408817082147], [0.9939345082027429, 0.7120191593328308, -0.5], [15.386614470927334, 0.17929078584789637, 0.21716967137937934], [5.530642457121467, 0.09166432313436368, -0.42574339255684396]]",1.4090271663665772
1,1,3.3235388823915732,"[[0, 0.5329006596903992, 0.47794188403711324], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [0, 0.10797145531880364, 0.1006972989144311], [0, 1, 0.09587787591298211], [13.003773299456526, 0.30760954092463977, 0.02616692184979444], [16.232581993187754, 0.6420988609839033, -0.07121197753162123], [15.998730296775133, 0.028433120734213446, -0.14023408817082147], [0.9939345082027429, 0.7120191593328308, -0.5], [15.386614470927334, 0.17929078584789637, 0.21716967137937934], [5.530642457121467, 0.09166432313436368, -0.42574339255684396]]",2.8180543327331544
2,2,3.4488738106255563,"[[7.116247710313194, 0.9954210950075921, 0.5], [0, 0.9116803194787501, -0.43681512172557757], [13.012597392386635, 0.49406204701862233, -0.13639895001319946], [2.05849598205255, 0, 0.45791215259814017], [14.573307851209481, 0.0282052759261755, -0.5], [0.5155818920628463, 0.2764916836437129, 0.5], [12.0292913535083, 0.9728822911319791, -0.31123743708633345], [4.036889117008928, 0.033097745445851284, -0.40059780481340423], [14.59225671520192, 0, -0.09490190687269645], [5.309118950555476, 0.04639926194377386, 0.49339330774677387]]",4.227081499099731
3,3,3.5684450456751367,"[[4.82715147616082, 0.015282854214455188, 0.10607474485272228], [20, 0.9488580923236385, -0.24140908752037116], [4.346180247159715, 1, 0.5], [10.239187851154533, 0.4436961405113204, 0.07065566320216193], [13.003773299456526, 0.26402896095600065, 0.16701715716494125], [15.531855164112645, 0.8193117100202973, 0.12475605696887065], [12.0292913535083, 0.9728822911319791, -0.31123743708633345], [0, 1, -0.40574569210466127], [20, 0.21000371120400574, -0.43757412047580757], [0.4878937551483844, 0.49349370275345117, -0.21178224993732153]]",5.636108665466309
4,4,4.015254581312584,"[[7.116247710313194, 0.9954210950075921, 0.5], [3.6791943898476003, 0.04600965200034951, -0.3135309297537201], [13.012597392386635, 0.49406204701862233, -0.13639895001319946], [17.71540380655407, 1, 0.15816358895170168], [7.719380673978885, 0.5381969686293661, -0.5], [0.5155818920628463, 0.2764916836437129, 0.24286603426386733], [4.796307783409446, 1, -0.11472180274921231], [0, 1, -0.40574569210466127], [20, 0.21000371120400574, -0.43757412047580757], [12.48272049660083, 0.4607391706946169, 0.5]]",7.045135831832885
5,5,4.015254581312584,"[[7.116247710313194, 0.9954210950075921, 0.5], [3.6791943898476003, 0.04600965200034951, -0.3135309297537201], [13.012597392386635, 0.49406204701862233, -0.13639895001319946], [17.71540380655407, 1, 0.15816358895170168], [7.719380673978885, 0.5381969686293661, -0.5], [0.5155818920628463, 0.2764916836437129, 0.24286603426386733], [4.796307783409446, 1, -0.11472180274921231], [0, 1, -0.40574569210466127], [20, 0.21000371120400574, -0.43757412047580757], [12.48272049660083, 0.4607391706946169, 0.5]]",8.454162998199463
6,6,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",9.86319016456604
7,7,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",11.272217330932618
8,8,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",12.681244497299195
9,9,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",14.09027166366577
10,10,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",15.499298830032348
11,11,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",16.908325996398926
12,12,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",18.317353162765503
13,13,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",19.72638032913208
14,14,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",21.135407495498658
15,15,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",22.544434661865235
16,16,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",23.953461828231813
17,17,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",25.36248899459839
18,18,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",26.771516160964964
19,19,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",28.18054332733154
20,20,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",29.58957049369812
21,21,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",30.998597660064696
22,22,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",32.407624826431274
23,23,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",33.81665199279785
24,24,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",35.22567915916443
25,25,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",36.634706325531006
26,26,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",38.043733491897584
27,27,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",39.45276065826416
28,28,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",40.86178782463074
29,29,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",42.270814990997316
30,30,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",43.67984215736389
31,31,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",45.08886932373047
32,32,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",46.49789649009705
33,33,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",47.906923656463626
34,34,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",49.3159508228302
35,35,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",50.72497798919678
36,36,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",52.13400515556336
37,37,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",53.54303232192993
38,38,4.515426872851204,"[[7.116247710313194, 0.9954210950075921, 0.5], [19.3063334495934, 0.9668615338631489, 0.37580989879570004], [20, 0, 0.5], [16.28369127353241, 0.7708400276392912, -0.5], [7.719380673978885, 0.5381969686293661, 0.07910629318877244], [0.5155818920628463, 0.2764916836437129, 0.5], [0, 1, -0.5], [0.9939345082027429, 0, -0.5], [20, 0.1362551494459892, -0.5], [14.643055720964508, 0.8727723238742653, 0.079534891289231]]",54.952059488296506
