,Generations,EA Fitness Values,EA Health States,time
0,0,0.5983600364832198,"[[20, -0.5, 0.9434925404639066], [20, -0.22652527468076988, 0.5776559890217181], [19.144951255311447, 0.3887267182042495, 0.7225366446198931], [14.413461132802635, 0.5, 0.47807718059562804], [12.460004304761878, -0.052331101131375624, 1], [14.667591319712006, -0.1777649806443532, 0.41933441847441055], [16.944508878007227, 0.008279847496938442, 0.08720882730562257], [9.681716302706064, 0.4115273516950784, 0.8606996701148105], [3.3949173074753394, 0.05645296835862068, 0.7677331498878591], [6.591328263061295, -0.46407840796573907, 0.05532902586599872]]",1.3802975416183472
1,1,0.5983600364832198,"[[20, -0.5, 0.9434925404639066], [20, -0.22652527468076988, 0.5776559890217181], [19.144951255311447, 0.3887267182042495, 0.7225366446198931], [14.413461132802635, 0.5, 0.47807718059562804], [12.460004304761878, -0.052331101131375624, 1], [14.667591319712006, -0.1777649806443532, 0.41933441847441055], [16.944508878007227, 0.008279847496938442, 0.08720882730562257], [9.681716302706064, 0.4115273516950784, 0.8606996701148105], [3.3949173074753394, 0.05645296835862068, 0.7677331498878591], [6.591328263061295, -0.46407840796573907, 0.05532902586599872]]",2.7605950832366943
2,2,0.6392595439981531,"[[20, -0.5, 1], [20, -0.22652527468076988, 0.5776559890217181], [20, -0.1496704232112191, 0.5567165476023362], [13.575421308722712, -0.14814526424154517, 0.5630365546097047], [12.460004304761878, -0.14814526424154517, 1], [11.572643044111484, -0.2523350362935195, 0.11105776394634731], [17.711318129084887, -0.0863174637418376, 0.14556611907188183], [8.371460059929326, 0.5, 1], [1, -0.03955654301054991, 0.9152945291798292], [12.526192664366242, -0.5, 0]]",4.1408926248550415
3,3,0.6392595439981531,"[[20, -0.5, 1], [20, -0.22652527468076988, 0.5776559890217181], [20, -0.1496704232112191, 0.5567165476023362], [13.575421308722712, -0.14814526424154517, 0.5630365546097047], [12.460004304761878, -0.14814526424154517, 1], [11.572643044111484, -0.2523350362935195, 0.11105776394634731], [17.711318129084887, -0.0863174637418376, 0.14556611907188183], [8.371460059929326, 0.5, 1], [1, -0.03955654301054991, 0.9152945291798292], [12.526192664366242, -0.5, 0]]",5.521190166473389
4,4,0.6392595439981531,"[[20, -0.5, 1], [20, -0.22652527468076988, 0.5776559890217181], [20, -0.1496704232112191, 0.5567165476023362], [13.575421308722712, -0.14814526424154517, 0.5630365546097047], [12.460004304761878, -0.14814526424154517, 1], [11.572643044111484, -0.2523350362935195, 0.11105776394634731], [17.711318129084887, -0.0863174637418376, 0.14556611907188183], [8.371460059929326, 0.5, 1], [1, -0.03955654301054991, 0.9152945291798292], [12.526192664366242, -0.5, 0]]",6.901487708091736
5,5,0.6392595439981531,"[[20, -0.5, 1], [20, -0.22652527468076988, 0.5776559890217181], [20, -0.1496704232112191, 0.5567165476023362], [13.575421308722712, -0.14814526424154517, 0.5630365546097047], [12.460004304761878, -0.14814526424154517, 1], [11.572643044111484, -0.2523350362935195, 0.11105776394634731], [17.711318129084887, -0.0863174637418376, 0.14556611907188183], [8.371460059929326, 0.5, 1], [1, -0.03955654301054991, 0.9152945291798292], [12.526192664366242, -0.5, 0]]",8.281785249710083
6,6,0.6691786035999228,"[[12.67112380840378, -0.3870821659780997, 0.09197223664734538], [11.46156378930003, -0.22106284257440853, 0], [11.46156378930003, -0.22106284257440853, 0], [11.46156378930003, -0.22106284257440853, 0], [11.46156378930003, -0.22106284257440853, 0], [18.986062510052555, 0.17969343103268412, 0.32210653926213506], [8.308701045142197, -0.2468371417445362, 0.9785544921993048], [11.456750187234334, -0.4032986853430247, 0.7980909119978012], [1, -0.5, 0.5643236721643314], [10.323521277642083, -0.1645535928136555, 0.3989272534632585]]",9.66208279132843
7,7,0.6691786035999228,"[[12.67112380840378, -0.3870821659780997, 0.09197223664734538], [11.46156378930003, -0.22106284257440853, 0], [11.46156378930003, -0.22106284257440853, 0], [11.46156378930003, -0.22106284257440853, 0], [11.46156378930003, -0.22106284257440853, 0], [18.986062510052555, 0.17969343103268412, 0.32210653926213506], [8.308701045142197, -0.2468371417445362, 0.9785544921993048], [11.456750187234334, -0.4032986853430247, 0.7980909119978012], [1, -0.5, 0.5643236721643314], [10.323521277642083, -0.1645535928136555, 0.3989272534632585]]",11.042380332946777
8,8,0.6772436955825065,"[[20, -0.13120994482707055, 1], [16.07155856132308, -0.13236735481991463, 0.6783661768569348], [17.388682051026954, 0.3384272949690563, 0.863109997416327], [14.984271521819062, -0.21704570561944578, 0.3012494935710787], [8.920184017076835, -0.375608680962938, 0.5997428843196773], [4.979130784148664, -0.22453807075546744, 0], [13.536593212316673, -0.048656625557305794, 0.35665795449533283], [6.658698003150414, 0.3650961781489692, 1], [1, -0.013775217037340703, 1], [12.040350695742006, -0.42554718020813204, 0.08030287338739843]]",12.422677874565125
9,9,0.6772436955825065,"[[20, -0.13120994482707055, 1], [16.07155856132308, -0.13236735481991463, 0.6783661768569348], [17.388682051026954, 0.3384272949690563, 0.863109997416327], [14.984271521819062, -0.21704570561944578, 0.3012494935710787], [8.920184017076835, -0.375608680962938, 0.5997428843196773], [4.979130784148664, -0.22453807075546744, 0], [13.536593212316673, -0.048656625557305794, 0.35665795449533283], [6.658698003150414, 0.3650961781489692, 1], [1, -0.013775217037340703, 1], [12.040350695742006, -0.42554718020813204, 0.08030287338739843]]",13.802975416183472
10,10,0.6772436955825065,"[[20, -0.13120994482707055, 1], [16.07155856132308, -0.13236735481991463, 0.6783661768569348], [17.388682051026954, 0.3384272949690563, 0.863109997416327], [14.984271521819062, -0.21704570561944578, 0.3012494935710787], [8.920184017076835, -0.375608680962938, 0.5997428843196773], [4.979130784148664, -0.22453807075546744, 0], [13.536593212316673, -0.048656625557305794, 0.35665795449533283], [6.658698003150414, 0.3650961781489692, 1], [1, -0.013775217037340703, 1], [12.040350695742006, -0.42554718020813204, 0.08030287338739843]]",15.183272957801819
