,Generations,CCEA Fitness Values,Best_Sol,time
0,0,0.340417049825827,"[[4.113828387656766, 1, -0.31286435916297217], [6.016855272538775, 0.6533817726550516, 0.3038424600576073], [14.693018451007136, 0.3659589502462708, -0.1750609249459582], [20, 0.9487777466815499, -0.1929763080948464], [9.157221949900237, 0.9734011968291886, 0.362852317418902], [10.460472627459083, 0.0010311706209110705, -0.14403658644811293], [12.025693426106209, 0.9433626490582706, -0.20390247393570027], [0, 0.7402810622511293, 0.10264580726352776], [9.087282009117256, 0.2814916614665366, -0.47529977339304774], [0.9736114328605061, 0.15962521790619358, 0.02658339732125814]]",1.3519211530685424
1,1,0.36098869288883073,"[[0.06917095507824822, 0.1739969693337251, 0.36221374949118], [8.112181856255207, 0.9138582479983712, 0.3985703003631639], [14.693018451007136, 0.3659589502462708, -0.1750609249459582], [9.628138590081939, 0.7726580964775688, -0.5], [18.847091144135373, 1, -0.05815718608725001], [10.460472627459083, 0.0010311706209110705, -0.14403658644811293], [20, 0.2914869954052896, 0.4816876064971929], [8.203661830966114, 0.4007356982284067, -0.052936285428777485], [0, 1, -0.23942447462617328], [6.898650055581203, 1, -0.3807322169626446]]",2.703842306137085
2,2,0.3768665993871318,"[[1.2822566698054236, 0.7996045679995867, -0.4369016039439571], [20, 0.4468884196867853, 0.4829772574858605], [0.6399836952394828, 0.8855764092422711, -0.5], [11.92835692499122, 0.22337170449052854, -0.011820969286327393], [3.763263225578816, 0.4724779750548986, -0.2796710020197844], [11.946899006894618, 0, 0.1907370972931597], [6.705245951052412, 0.9383034115662195, -0.21344340582784677], [7.417569402751632, 0.5875663130418468, 0.2934369013468642], [13.766182526578742, 1, 0.2741697609432422], [19.93692208759044, 0.35331958623231696, -0.5]]",4.055763459205627
3,3,0.38011341144300015,"[[16.74228959287456, 0.2110684029664649, 0.20813897496252426], [20, 0.4468884196867853, 0.4829772574858605], [4.5646384212938695, 0.047819001866440836, -0.07737088923029492], [3.9968633040298167, 0.4347650209527099, 0.35754881328590415], [9.157221949900237, 1, 0.362852317418902], [10.460472627459083, 0.2459366312825767, 0.5], [0, 0.9784776654110076, 0.5], [7.102970362971034, 1, -0.08548424516801822], [8.359423196053484, 0.6089210127481318, 0.4370476678240122], [8.237137772670527, 0.8817947789995859, -0.47815482317262376]]",5.40768461227417
4,4,0.38872470259623293,"[[8.521045656250477, 1, 0.5], [4.801257844189047, 0.3153013218193771, -0.15452520972866385], [0.6399836952394828, 0.8855764092422711, -0.5], [0, 0.6688607158127938, -0.08862909669133545], [8.356664752009028, 0.6511502685784116, -0.26584596579843917], [0, 0.9057802906540886, 0.3653040153442743], [17.715371619591565, 0.16867141197323884, 0.5], [14.81900995028399, 0.6531293951477386, -0.15119376044666824], [17.567823159963453, 1, 0.35476863142319015], [6.898650055581203, 1, -0.3807322169626446]]",6.759605765342712
5,5,0.38872470259623293,"[[8.521045656250477, 1, 0.5], [4.801257844189047, 0.3153013218193771, -0.15452520972866385], [0.6399836952394828, 0.8855764092422711, -0.5], [0, 0.6688607158127938, -0.08862909669133545], [8.356664752009028, 0.6511502685784116, -0.26584596579843917], [0, 0.9057802906540886, 0.3653040153442743], [17.715371619591565, 0.16867141197323884, 0.5], [14.81900995028399, 0.6531293951477386, -0.15119376044666824], [17.567823159963453, 1, 0.35476863142319015], [6.898650055581203, 1, -0.3807322169626446]]",8.111526918411254
6,6,0.39327072822334797,"[[1.2822566698054236, 0.7996045679995867, -0.4369016039439571], [0.5583039991514719, 1, 0.5], [1.8685023607326992, 1, -0.2265710399133513], [11.879214505910541, 0.9322537207116155, -0.2651185750654411], [11.885427047645996, 0.5238969513633263, -0.5], [4.211307684408232, 0, -0.025700434092689906], [17.715371619591565, 0.16867141197323884, 0.5], [12.083225416233033, 0.980684624787027, 0.3200316414155395], [5.39495575537683, 1, -0.4614878294581265], [0, 0.512762039385492, -0.5]]",9.463448071479798
7,7,0.39327072822334797,"[[1.2822566698054236, 0.7996045679995867, -0.4369016039439571], [0.5583039991514719, 1, 0.5], [1.8685023607326992, 1, -0.2265710399133513], [11.879214505910541, 0.9322537207116155, -0.2651185750654411], [11.885427047645996, 0.5238969513633263, -0.5], [4.211307684408232, 0, -0.025700434092689906], [17.715371619591565, 0.16867141197323884, 0.5], [12.083225416233033, 0.980684624787027, 0.3200316414155395], [5.39495575537683, 1, -0.4614878294581265], [0, 0.512762039385492, -0.5]]",10.81536922454834
8,8,0.39897008196165007,"[[0, 0, 0.31672092524112194], [9.284487006500958, 0.7100308575327829, -0.14491485192134368], [4.868273383739703, 0.9137298706519923, -0.4734690718949012], [15.500933873439775, 0.8655861084860706, -0.5], [7.270806800508315, 0.5425939879581035, -0.47749762687183334], [0, 0.0010311706209110705, -0.32304923621784376], [17.715371619591565, 0.16867141197323884, 0.5], [0, 0.8677756378292694, 0.5], [5.39495575537683, 1, -0.4614878294581265], [0, 0.9290327608436594, -0.5]]",12.167290377616883
9,9,0.39897008196165007,"[[0, 0, 0.31672092524112194], [9.284487006500958, 0.7100308575327829, -0.14491485192134368], [4.868273383739703, 0.9137298706519923, -0.4734690718949012], [15.500933873439775, 0.8655861084860706, -0.5], [7.270806800508315, 0.5425939879581035, -0.47749762687183334], [0, 0.0010311706209110705, -0.32304923621784376], [17.715371619591565, 0.16867141197323884, 0.5], [0, 0.8677756378292694, 0.5], [5.39495575537683, 1, -0.4614878294581265], [0, 0.9290327608436594, -0.5]]",13.519211530685425
10,10,0.4118989031729971,"[[0.06917095507824822, 0.1739969693337251, 0.36221374949118], [20, 0, -0.3125498839108029], [3.6469034516284022, 0.8094048095179769, -0.5], [11.92835692499122, 0.22337170449052854, -0.011820969286327393], [7.791197579998904, 0.7950985747718384, -0.5], [0, 0.0010311706209110705, -0.32304923621784376], [0, 0.9784776654110076, 0.5], [12.083225416233033, 0.5499868252800715, 0.491630657695419], [6.018724400290289, 0.690102824853162, 0.28335797938822804], [19.295101150327344, 1, -0.32333553071132143]]",14.871132683753967
11,11,0.4118989031729971,"[[0.06917095507824822, 0.1739969693337251, 0.36221374949118], [20, 0, -0.3125498839108029], [3.6469034516284022, 0.8094048095179769, -0.5], [11.92835692499122, 0.22337170449052854, -0.011820969286327393], [7.791197579998904, 0.7950985747718384, -0.5], [0, 0.0010311706209110705, -0.32304923621784376], [0, 0.9784776654110076, 0.5], [12.083225416233033, 0.5499868252800715, 0.491630657695419], [6.018724400290289, 0.690102824853162, 0.28335797938822804], [19.295101150327344, 1, -0.32333553071132143]]",16.22305383682251
12,12,0.4118989031729971,"[[0.06917095507824822, 0.1739969693337251, 0.36221374949118], [20, 0, -0.3125498839108029], [3.6469034516284022, 0.8094048095179769, -0.5], [11.92835692499122, 0.22337170449052854, -0.011820969286327393], [7.791197579998904, 0.7950985747718384, -0.5], [0, 0.0010311706209110705, -0.32304923621784376], [0, 0.9784776654110076, 0.5], [12.083225416233033, 0.5499868252800715, 0.491630657695419], [6.018724400290289, 0.690102824853162, 0.28335797938822804], [19.295101150327344, 1, -0.32333553071132143]]",17.574974989891054
13,13,0.4118989031729971,"[[0.06917095507824822, 0.1739969693337251, 0.36221374949118], [20, 0, -0.3125498839108029], [3.6469034516284022, 0.8094048095179769, -0.5], [11.92835692499122, 0.22337170449052854, -0.011820969286327393], [7.791197579998904, 0.7950985747718384, -0.5], [0, 0.0010311706209110705, -0.32304923621784376], [0, 0.9784776654110076, 0.5], [12.083225416233033, 0.5499868252800715, 0.491630657695419], [6.018724400290289, 0.690102824853162, 0.28335797938822804], [19.295101150327344, 1, -0.32333553071132143]]",18.926896142959595
14,14,0.4118989031729971,"[[0.06917095507824822, 0.1739969693337251, 0.36221374949118], [20, 0, -0.3125498839108029], [3.6469034516284022, 0.8094048095179769, -0.5], [11.92835692499122, 0.22337170449052854, -0.011820969286327393], [7.791197579998904, 0.7950985747718384, -0.5], [0, 0.0010311706209110705, -0.32304923621784376], [0, 0.9784776654110076, 0.5], [12.083225416233033, 0.5499868252800715, 0.491630657695419], [6.018724400290289, 0.690102824853162, 0.28335797938822804], [19.295101150327344, 1, -0.32333553071132143]]",20.278817296028137
15,15,0.4118989031729971,"[[0.06917095507824822, 0.1739969693337251, 0.36221374949118], [20, 0, -0.3125498839108029], [3.6469034516284022, 0.8094048095179769, -0.5], [11.92835692499122, 0.22337170449052854, -0.011820969286327393], [7.791197579998904, 0.7950985747718384, -0.5], [0, 0.0010311706209110705, -0.32304923621784376], [0, 0.9784776654110076, 0.5], [12.083225416233033, 0.5499868252800715, 0.491630657695419], [6.018724400290289, 0.690102824853162, 0.28335797938822804], [19.295101150327344, 1, -0.32333553071132143]]",21.63073844909668
16,16,0.4118989031729971,"[[0.06917095507824822, 0.1739969693337251, 0.36221374949118], [20, 0, -0.3125498839108029], [3.6469034516284022, 0.8094048095179769, -0.5], [11.92835692499122, 0.22337170449052854, -0.011820969286327393], [7.791197579998904, 0.7950985747718384, -0.5], [0, 0.0010311706209110705, -0.32304923621784376], [0, 0.9784776654110076, 0.5], [12.083225416233033, 0.5499868252800715, 0.491630657695419], [6.018724400290289, 0.690102824853162, 0.28335797938822804], [19.295101150327344, 1, -0.32333553071132143]]",22.98265960216522
17,17,0.41274474354525936,"[[0.06917095507824822, 0.1739969693337251, 0.36221374949118], [0.5583039991514719, 1, 0.5], [0.6399836952394828, 0.8855764092422711, -0.5], [5.8917718374153925, 1, -0.3955231223863063], [9.574746930769091, 0.4993109292985191, -0.5], [0, 0, -0.4435280947972335], [17.715371619591565, 0.16867141197323884, 0.5], [15.90223404791762, 1, -0.5], [13.766182526578742, 1, 0.2741697609432422], [6.898650055581203, 1, -0.3807322169626446]]",24.334580755233766
18,18,0.41274474354525936,"[[0.06917095507824822, 0.1739969693337251, 0.36221374949118], [0.5583039991514719, 1, 0.5], [0.6399836952394828, 0.8855764092422711, -0.5], [5.8917718374153925, 1, -0.3955231223863063], [9.574746930769091, 0.4993109292985191, -0.5], [0, 0, -0.4435280947972335], [17.715371619591565, 0.16867141197323884, 0.5], [15.90223404791762, 1, -0.5], [13.766182526578742, 1, 0.2741697609432422], [6.898650055581203, 1, -0.3807322169626446]]",25.686501908302308
