,Generations,CCEA Fitness Values,Best_Sol,time
0,0,17.07588182403052,"[[19.656888485310812, 0.7261645917284966, 0.11645527626612903], [7.859678363684801, 0.40446935432968045, -0.2852694187589717], [20, 0.521654233305372, 0.10318894005789311], [14.617200098221904, 0.2954229762915499, -0.47447140520420683], [0.6342935635839542, 0.7927058773181899, -0.14755791620806558], [0, 0.5795722983317779, -0.19255177437845183], [3.7822503290894716, 0.42971136380878117, -0.43449703533038975], [2.254517701025849, 0.18402849525346332, 0.08815050477621106], [5.4092543220953555, 0.376178503071802, 0.2531107277327824], [6.039886439227323, 0.9241148120051378, -0.009655133384547987]]",1.5051235961914062
1,1,22.67778352318588,"[[3.136885634440327, 0.28075212296307583, -0.0700268592755644], [7.286106607096195, 1, -0.02340097448945577], [18.628711902258367, 0.764945855213188, -0.2872835145867271], [3.1043291472616543, 0.09904085817590964, -0.3092536417605759], [0.6342935635839542, 0.7927058773181899, -0.14755791620806558], [18.80236365385918, 0.4038061531741847, -0.21955526415459936], [12.596244696178388, 0.13740126487792054, 0.4516573640559025], [2.254517701025849, 0.18402849525346332, 0.08815050477621106], [12.794425441389444, 0.7083375608450515, 0.19538150960535097], [12.696813853845734, 0.3673981244960522, 0.3144856888114781]]",3.0102471923828125
2,2,24.27422754556092,"[[6.321126860502244, 0.7000308293037364, 0.4950531505437155], [18.42567332683352, 0.9704255736712422, -0.23785097909157346], [0, 0.7759785701711341, 0.5], [10.760615503506225, 0.7458321143739665, -0.5], [0.6342935635839542, 0.7097718835519703, -0.20142496889671996], [0, 0.017517563975664355, -0.5], [15.61231842465255, 0.1323143328677786, -0.5], [15.659074330814075, 0.8633194248311635, 0.5], [17.483307884373026, 0.3676487605119828, 0.1652795544349127], [5.828645908486591, 0.9241148120051378, -0.009655133384547987]]",4.515370788574219
3,3,26.668519347755172,"[[17.383882617843422, 0.1547483316776082, -0.23824779134138527], [7.286106607096195, 1, -0.02340097448945577], [0, 0.414888474925223, -0.5], [14.555304000512933, 0.1923693044601005, -0.43088763312566697], [3.8008573373550165, 0.35824519595371357, 0.30940477024359264], [6.483392291678194, 0.28329179406363036, 0.17946643711209934], [3.7069216030385537, 0.3958102539674279, 0.3021578614030404], [12.865054787544619, 0.17045910995571625, 0.30555218730416067], [20, 0.2609983672082283, 0.47422238447484133], [20, 0.7747344631000346, 0.46835358235348284]]",6.020494384765625
4,4,26.693463966523233,"[[8.384101099690776, 0.6209872114589852, -0.19377153917904233], [7.286106607096195, 1, -0.02340097448945577], [20, 0.521654233305372, 0.10318894005789311], [5.264045477284442, 0.025845937991512136, -0.01714892108166169], [0, 0.910047574565259, 0.2380711240630462], [18.80236365385918, 0.4038061531741847, -0.21955526415459936], [3.7069216030385537, 0.3958102539674279, 0.3021578614030404], [1.2037973435891605, 0, 0.2408633085559853], [20, 0.5296606063558672, 0.5], [0.3339221142977489, 0.17225035275889822, 0.19758056411799074]]",7.525617980957032
5,5,26.693463966523233,"[[8.384101099690776, 0.6209872114589852, -0.19377153917904233], [7.286106607096195, 1, -0.02340097448945577], [20, 0.521654233305372, 0.10318894005789311], [5.264045477284442, 0.025845937991512136, -0.01714892108166169], [0, 0.910047574565259, 0.2380711240630462], [18.80236365385918, 0.4038061531741847, -0.21955526415459936], [3.7069216030385537, 0.3958102539674279, 0.3021578614030404], [1.2037973435891605, 0, 0.2408633085559853], [20, 0.5296606063558672, 0.5], [0.3339221142977489, 0.17225035275889822, 0.19758056411799074]]",9.030741577148438
6,6,28.542883916639447,"[[4.703977911903806, 0.5225853883476484, 0.40511600511312373], [1.1924614837044945, 0.9892225480425928, -0.3786365270569217], [9.49025712019056, 0, -0.0929175618786037], [0, 0.4010588631979165, -0.5], [0, 0.8303805507446624, 0.025727496904807662], [2.7913345352379366, 0.06007965432865166, -0.06389223622660911], [11.555266834086398, 0.2475440043251884, -0.5], [20, 0.10436376091222277, -0.018532671194960493], [3.012983930671927, 0, 0.33743752161587137], [20, 0.5500107968209178, 0.22828662601287752]]",10.535865173339843
7,7,28.542883916639447,"[[4.703977911903806, 0.5225853883476484, 0.40511600511312373], [1.1924614837044945, 0.9892225480425928, -0.3786365270569217], [9.49025712019056, 0, -0.0929175618786037], [0, 0.4010588631979165, -0.5], [0, 0.8303805507446624, 0.025727496904807662], [2.7913345352379366, 0.06007965432865166, -0.06389223622660911], [11.555266834086398, 0.2475440043251884, -0.5], [20, 0.10436376091222277, -0.018532671194960493], [3.012983930671927, 0, 0.33743752161587137], [20, 0.5500107968209178, 0.22828662601287752]]",12.04098876953125
8,8,29.18347196456228,"[[5.165941545436761, 0.06137602008425297, -0.4958614473234959], [3.790304313365473, 0.2965657494643391, -0.5], [19.506865947629283, 0, 0.5], [0, 0.14721508344980833, -0.5], [0, 0.8303805507446624, 0.025727496904807662], [18.155513266196913, 0.30293480283210494, -0.2699872969827718], [20, 0.5924804259780465, 0.15536341078919896], [1.2037973435891605, 0, -0.00806182914211534], [5.676235900024301, 0.258992696957422, 0.2581634131153588], [2.0785555632892767, 0.06500222090974023, 0.2891346693084442]]",13.546112365722657
9,9,29.18347196456228,"[[5.165941545436761, 0.06137602008425297, -0.4958614473234959], [3.790304313365473, 0.2965657494643391, -0.5], [19.506865947629283, 0, 0.5], [0, 0.14721508344980833, -0.5], [0, 0.8303805507446624, 0.025727496904807662], [18.155513266196913, 0.30293480283210494, -0.2699872969827718], [20, 0.5924804259780465, 0.15536341078919896], [1.2037973435891605, 0, -0.00806182914211534], [5.676235900024301, 0.258992696957422, 0.2581634131153588], [2.0785555632892767, 0.06500222090974023, 0.2891346693084442]]",15.051235961914063
10,10,29.18347196456228,"[[5.165941545436761, 0.06137602008425297, -0.4958614473234959], [3.790304313365473, 0.2965657494643391, -0.5], [19.506865947629283, 0, 0.5], [0, 0.14721508344980833, -0.5], [0, 0.8303805507446624, 0.025727496904807662], [18.155513266196913, 0.30293480283210494, -0.2699872969827718], [20, 0.5924804259780465, 0.15536341078919896], [1.2037973435891605, 0, -0.00806182914211534], [5.676235900024301, 0.258992696957422, 0.2581634131153588], [2.0785555632892767, 0.06500222090974023, 0.2891346693084442]]",16.55635955810547
11,11,32.478887332535216,"[[11.834385388315326, 0.11043616609116894, -0.09253426666005563], [1.9594932905378293, 1, -0.5], [0, 0.7036999075321445, -0.5], [12.958866574671163, 0.8492187138657104, 0.025971699048496943], [0, 0.8303805507446624, 0.025727496904807662], [20, 0, 0.5], [3.7069216030385537, 0.3958102539674279, 0.3021578614030404], [8.015233718160726, 0, 0.46934742383805494], [15.071523161651406, 0.9142373588988126, -0.061073115491858315], [15.810232714480922, 0.4170205040998306, -0.4904861738245267]]",18.061483154296877
12,12,32.478887332535216,"[[11.834385388315326, 0.11043616609116894, -0.09253426666005563], [1.9594932905378293, 1, -0.5], [0, 0.7036999075321445, -0.5], [12.958866574671163, 0.8492187138657104, 0.025971699048496943], [0, 0.8303805507446624, 0.025727496904807662], [20, 0, 0.5], [3.7069216030385537, 0.3958102539674279, 0.3021578614030404], [8.015233718160726, 0, 0.46934742383805494], [15.071523161651406, 0.9142373588988126, -0.061073115491858315], [15.810232714480922, 0.4170205040998306, -0.4904861738245267]]",19.56660675048828
13,13,32.573694213192375,"[[9.343013625427947, 0.207060759993624, -0.40534481682789025], [3.790304313365473, 0.2783400612531606, -0.37459229809229466], [6.48666373614598, 0.979761465978451, 0.39315045877139376], [12.04191481466194, 0.2743093040242267, -0.3095554337361581], [0, 0.8303805507446624, 0.025727496904807662], [18.155513266196913, 0.30293480283210494, -0.41192589636729465], [3.7069216030385537, 0.3958102539674279, 0.3021578614030404], [7.790427202174123, 0.18160813504448892, 0.4425660727406076], [15.071523161651406, 0.9142373588988126, 0.5], [4.537171873525285, 0.6649799303542119, -0.09793693377764595]]",21.071730346679686
14,14,32.573694213192375,"[[9.343013625427947, 0.207060759993624, -0.40534481682789025], [3.790304313365473, 0.2783400612531606, -0.37459229809229466], [6.48666373614598, 0.979761465978451, 0.39315045877139376], [12.04191481466194, 0.2743093040242267, -0.3095554337361581], [0, 0.8303805507446624, 0.025727496904807662], [18.155513266196913, 0.30293480283210494, -0.41192589636729465], [3.7069216030385537, 0.3958102539674279, 0.3021578614030404], [7.790427202174123, 0.18160813504448892, 0.4425660727406076], [15.071523161651406, 0.9142373588988126, 0.5], [4.537171873525285, 0.6649799303542119, -0.09793693377764595]]",22.576853942871093
15,15,32.573694213192375,"[[9.343013625427947, 0.207060759993624, -0.40534481682789025], [3.790304313365473, 0.2783400612531606, -0.37459229809229466], [6.48666373614598, 0.979761465978451, 0.39315045877139376], [12.04191481466194, 0.2743093040242267, -0.3095554337361581], [0, 0.8303805507446624, 0.025727496904807662], [18.155513266196913, 0.30293480283210494, -0.41192589636729465], [3.7069216030385537, 0.3958102539674279, 0.3021578614030404], [7.790427202174123, 0.18160813504448892, 0.4425660727406076], [15.071523161651406, 0.9142373588988126, 0.5], [4.537171873525285, 0.6649799303542119, -0.09793693377764595]]",24.0819775390625
