,Generations,Random Fitness Values,Random Health States,time
0,0,0.31379976424740547,"[[17.312986680101442, 0.23289999641773684, 0.4120979503803347], [16.109484205777772, 0.398292734175299, -0.37789618683851856], [0.7868054969559979, 0.979575748719776, 0.4283626268837867], [17.034641985684317, 0.5198998938666485, 0.28287238940993964], [7.122816912863681, 0.8955268830224935, -0.4776334120372008], [19.419236263175936, 0.1856780379660672, -0.4374839434466581], [16.462169096245404, 0.6063480419940251, 0.1251492210344728], [15.977587511486506, 0.2792946034824323, -0.021302489122132173], [0.6276746088262231, 0.05943339302305761, 0.21884921196322882], [0.18641581534776686, 0.10271518015810865, -0.4739053286211915]]",1.4254407000541687
1,1,0.31379976424740547,"[[17.312986680101442, 0.23289999641773684, 0.4120979503803347], [16.109484205777772, 0.398292734175299, -0.37789618683851856], [0.7868054969559979, 0.979575748719776, 0.4283626268837867], [17.034641985684317, 0.5198998938666485, 0.28287238940993964], [7.122816912863681, 0.8955268830224935, -0.4776334120372008], [19.419236263175936, 0.1856780379660672, -0.4374839434466581], [16.462169096245404, 0.6063480419940251, 0.1251492210344728], [15.977587511486506, 0.2792946034824323, -0.021302489122132173], [0.6276746088262231, 0.05943339302305761, 0.21884921196322882], [0.18641581534776686, 0.10271518015810865, -0.4739053286211915]]",2.8508814001083373
2,2,0.31379976424740547,"[[17.312986680101442, 0.23289999641773684, 0.4120979503803347], [16.109484205777772, 0.398292734175299, -0.37789618683851856], [0.7868054969559979, 0.979575748719776, 0.4283626268837867], [17.034641985684317, 0.5198998938666485, 0.28287238940993964], [7.122816912863681, 0.8955268830224935, -0.4776334120372008], [19.419236263175936, 0.1856780379660672, -0.4374839434466581], [16.462169096245404, 0.6063480419940251, 0.1251492210344728], [15.977587511486506, 0.2792946034824323, -0.021302489122132173], [0.6276746088262231, 0.05943339302305761, 0.21884921196322882], [0.18641581534776686, 0.10271518015810865, -0.4739053286211915]]",4.276322100162506
3,3,0.31379976424740547,"[[17.312986680101442, 0.23289999641773684, 0.4120979503803347], [16.109484205777772, 0.398292734175299, -0.37789618683851856], [0.7868054969559979, 0.979575748719776, 0.4283626268837867], [17.034641985684317, 0.5198998938666485, 0.28287238940993964], [7.122816912863681, 0.8955268830224935, -0.4776334120372008], [19.419236263175936, 0.1856780379660672, -0.4374839434466581], [16.462169096245404, 0.6063480419940251, 0.1251492210344728], [15.977587511486506, 0.2792946034824323, -0.021302489122132173], [0.6276746088262231, 0.05943339302305761, 0.21884921196322882], [0.18641581534776686, 0.10271518015810865, -0.4739053286211915]]",5.701762800216675
4,4,0.3271499383160288,"[[2.3930476639453158, 0.8652925261651292, 0.19722255933383326], [0.039112053384577905, 0.8706015385240571, 0.3877709275210576], [5.6998356555398955, 0.022241703944730906, 0.255958301545402], [17.434349403963246, 0.8747541345441778, 0.1098184369008054], [10.517594552332934, 0.9854553535922389, -0.3113774740212867], [12.998253346622787, 0.5986702030758244, 0.2025364568757968], [4.65104672458726, 0.7217303284994528, -0.41950503408844586], [0.5137096840393607, 0.21872755486622508, -0.2936089939910329], [9.568390467979427, 0.8867774893974003, 0.44796866959238646], [19.13807385875872, 0.6524366435154735, -0.17074744801027608]]",7.127203500270843
5,5,0.3271499383160288,"[[2.3930476639453158, 0.8652925261651292, 0.19722255933383326], [0.039112053384577905, 0.8706015385240571, 0.3877709275210576], [5.6998356555398955, 0.022241703944730906, 0.255958301545402], [17.434349403963246, 0.8747541345441778, 0.1098184369008054], [10.517594552332934, 0.9854553535922389, -0.3113774740212867], [12.998253346622787, 0.5986702030758244, 0.2025364568757968], [4.65104672458726, 0.7217303284994528, -0.41950503408844586], [0.5137096840393607, 0.21872755486622508, -0.2936089939910329], [9.568390467979427, 0.8867774893974003, 0.44796866959238646], [19.13807385875872, 0.6524366435154735, -0.17074744801027608]]",8.552644200325012
6,6,0.3271499383160288,"[[2.3930476639453158, 0.8652925261651292, 0.19722255933383326], [0.039112053384577905, 0.8706015385240571, 0.3877709275210576], [5.6998356555398955, 0.022241703944730906, 0.255958301545402], [17.434349403963246, 0.8747541345441778, 0.1098184369008054], [10.517594552332934, 0.9854553535922389, -0.3113774740212867], [12.998253346622787, 0.5986702030758244, 0.2025364568757968], [4.65104672458726, 0.7217303284994528, -0.41950503408844586], [0.5137096840393607, 0.21872755486622508, -0.2936089939910329], [9.568390467979427, 0.8867774893974003, 0.44796866959238646], [19.13807385875872, 0.6524366435154735, -0.17074744801027608]]",9.97808490037918
7,7,0.3271499383160288,"[[2.3930476639453158, 0.8652925261651292, 0.19722255933383326], [0.039112053384577905, 0.8706015385240571, 0.3877709275210576], [5.6998356555398955, 0.022241703944730906, 0.255958301545402], [17.434349403963246, 0.8747541345441778, 0.1098184369008054], [10.517594552332934, 0.9854553535922389, -0.3113774740212867], [12.998253346622787, 0.5986702030758244, 0.2025364568757968], [4.65104672458726, 0.7217303284994528, -0.41950503408844586], [0.5137096840393607, 0.21872755486622508, -0.2936089939910329], [9.568390467979427, 0.8867774893974003, 0.44796866959238646], [19.13807385875872, 0.6524366435154735, -0.17074744801027608]]",11.40352560043335
8,8,0.3271499383160288,"[[2.3930476639453158, 0.8652925261651292, 0.19722255933383326], [0.039112053384577905, 0.8706015385240571, 0.3877709275210576], [5.6998356555398955, 0.022241703944730906, 0.255958301545402], [17.434349403963246, 0.8747541345441778, 0.1098184369008054], [10.517594552332934, 0.9854553535922389, -0.3113774740212867], [12.998253346622787, 0.5986702030758244, 0.2025364568757968], [4.65104672458726, 0.7217303284994528, -0.41950503408844586], [0.5137096840393607, 0.21872755486622508, -0.2936089939910329], [9.568390467979427, 0.8867774893974003, 0.44796866959238646], [19.13807385875872, 0.6524366435154735, -0.17074744801027608]]",12.828966300487519
9,9,0.3271499383160288,"[[2.3930476639453158, 0.8652925261651292, 0.19722255933383326], [0.039112053384577905, 0.8706015385240571, 0.3877709275210576], [5.6998356555398955, 0.022241703944730906, 0.255958301545402], [17.434349403963246, 0.8747541345441778, 0.1098184369008054], [10.517594552332934, 0.9854553535922389, -0.3113774740212867], [12.998253346622787, 0.5986702030758244, 0.2025364568757968], [4.65104672458726, 0.7217303284994528, -0.41950503408844586], [0.5137096840393607, 0.21872755486622508, -0.2936089939910329], [9.568390467979427, 0.8867774893974003, 0.44796866959238646], [19.13807385875872, 0.6524366435154735, -0.17074744801027608]]",14.254407000541686
