,Generations,EA Fitness Values,EA Health States,time
0,0,0.42978980014418966,"[[17.09800139256332, 0.14400887902992532, -0.3030223172167777], [1.9773424743645291, 0.4476318053808558, -0.5], [6.946611438137354, 0.6573869349063304, -0.25845802448479527], [0, 0.7787898841028549, 0.16415880365264096], [20, 0.7573105245002482, -0.40150279379244935], [0, 0.7025860315215797, -0.10342751304255621], [10.238492531299931, 0.5726802366576808, 0.5], [20, 0.4418828512766374, -0.20272229377863216], [9.19919161204879, 0.339740672113139, 0.03316926314644325], [0.15365073454546962, 0.9702753167046148, -0.5]]",5.698551745414734
1,1,0.42978980014418966,"[[17.09800139256332, 0.14400887902992532, -0.3030223172167777], [1.9773424743645291, 0.4476318053808558, -0.5], [6.946611438137354, 0.6573869349063304, -0.25845802448479527], [0, 0.7787898841028549, 0.16415880365264096], [20, 0.7573105245002482, -0.40150279379244935], [0, 0.7025860315215797, -0.10342751304255621], [10.238492531299931, 0.5726802366576808, 0.5], [20, 0.4418828512766374, -0.20272229377863216], [9.19919161204879, 0.339740672113139, 0.03316926314644325], [0.15365073454546962, 0.9702753167046148, -0.5]]",11.397103490829467
2,2,0.4346064422122212,"[[10.290922566892986, 0.08824597587657224, -0.05261596745403059], [15.864123692632589, 0.8915272867640857, 0.5], [20, 0.35816163472191254, -0.2860680866959707], [9.410343822065357, 0, 0.15667541974646373], [20, 1, -0.08636126794868251], [0, 1, -0.15685943724362894], [0, 0.23242932387447346, 0.42418047475861853], [9.514453883822895, 0.3567134733492506, 0.45094015836801066], [10.08437343246358, 0.6690357859130034, -0.1526679478754829], [10.08437343246358, 0.6690357859130034, -0.26310885521041655]]",17.095655236244202
3,3,0.4421748292526319,"[[12.400022087033099, 0.6392963888551697, 0.07445248616414596], [2.77537931024212, 1, -0.5], [7.574494029695627, 1, 0.156803989776027], [10.318890913888689, 0.6655539590144367, -0.018715682694280047], [5.76304245376782, 0.2482579411490467, -0.5], [3.186189926647134, 0.6087447913121342, 0.33528472068006265], [20, 0.5929744185206326, 0.4837050883123718], [20, 0, -0.018075717576879313], [1.514427627068193, 0.8966495525339794, 0.4069848410292467], [0, 0.3301637906086104, -0.02276470239998853]]",22.794206981658935
4,4,0.4421748292526319,"[[12.400022087033099, 0.6392963888551697, 0.07445248616414596], [2.77537931024212, 1, -0.5], [7.574494029695627, 1, 0.156803989776027], [10.318890913888689, 0.6655539590144367, -0.018715682694280047], [5.76304245376782, 0.2482579411490467, -0.5], [3.186189926647134, 0.6087447913121342, 0.33528472068006265], [20, 0.5929744185206326, 0.4837050883123718], [20, 0, -0.018075717576879313], [1.514427627068193, 0.8966495525339794, 0.4069848410292467], [0, 0.3301637906086104, -0.02276470239998853]]",28.49275872707367
5,5,0.4531800083041999,"[[0, 0.7694019044551874, -0.39371438248905605], [9.992930083249863, 0.004548683477359344, 0.012764013131109031], [0, 1, 0.5], [16.873728014126403, 1, 0.19650445785674314], [20, 0.7154117549315102, -0.5], [20, 0.7154117549315102, -0.5], [16.710840812890165, 1, -0.5], [6.556117475990928, 0.6319985383827927, 0.3267738186485646], [19.573391175379403, 0.08169423267835052, -0.5], [0, 0.08169423267835052, 0.4677165507344828]]",34.191310472488404
6,6,0.45436615918656326,"[[8.32144325626739, 0.08059720872106867, 0.014548073039231765], [17.05781274220757, 1, 0.5], [20, 0.08483391849706673, -0.5], [12.804490683768645, 0, 0.3387787166640585], [20, 1, -0.07274417294767294], [0, 1, -0.03133556576813362], [0, 0.2903721776234057, 0.5], [5.442728604972747, 0, 0.5], [6.893164013454524, 0.5740853559189141, -0.16185125151941707], [10.761937976924163, 0.6238452407590908, -0.5]]",39.889862217903136
7,7,0.45436615918656326,"[[8.32144325626739, 0.08059720872106867, 0.014548073039231765], [17.05781274220757, 1, 0.5], [20, 0.08483391849706673, -0.5], [12.804490683768645, 0, 0.3387787166640585], [20, 1, -0.07274417294767294], [0, 1, -0.03133556576813362], [0, 0.2903721776234057, 0.5], [5.442728604972747, 0, 0.5], [6.893164013454524, 0.5740853559189141, -0.16185125151941707], [10.761937976924163, 0.6238452407590908, -0.5]]",45.58841396331787
8,8,0.45436615918656326,"[[8.32144325626739, 0.08059720872106867, 0.014548073039231765], [17.05781274220757, 1, 0.5], [20, 0.08483391849706673, -0.5], [12.804490683768645, 0, 0.3387787166640585], [20, 1, -0.07274417294767294], [0, 1, -0.03133556576813362], [0, 0.2903721776234057, 0.5], [5.442728604972747, 0, 0.5], [6.893164013454524, 0.5740853559189141, -0.16185125151941707], [10.761937976924163, 0.6238452407590908, -0.5]]",51.2869657087326
9,9,0.45436615918656326,"[[8.32144325626739, 0.08059720872106867, 0.014548073039231765], [17.05781274220757, 1, 0.5], [20, 0.08483391849706673, -0.5], [12.804490683768645, 0, 0.3387787166640585], [20, 1, -0.07274417294767294], [0, 1, -0.03133556576813362], [0, 0.2903721776234057, 0.5], [5.442728604972747, 0, 0.5], [6.893164013454524, 0.5740853559189141, -0.16185125151941707], [10.761937976924163, 0.6238452407590908, -0.5]]",56.98551745414734
10,10,0.45436615918656326,"[[8.32144325626739, 0.08059720872106867, 0.014548073039231765], [17.05781274220757, 1, 0.5], [20, 0.08483391849706673, -0.5], [12.804490683768645, 0, 0.3387787166640585], [20, 1, -0.07274417294767294], [0, 1, -0.03133556576813362], [0, 0.2903721776234057, 0.5], [5.442728604972747, 0, 0.5], [6.893164013454524, 0.5740853559189141, -0.16185125151941707], [10.761937976924163, 0.6238452407590908, -0.5]]",62.684069199562074
11,11,0.45436615918656326,"[[8.32144325626739, 0.08059720872106867, 0.014548073039231765], [17.05781274220757, 1, 0.5], [20, 0.08483391849706673, -0.5], [12.804490683768645, 0, 0.3387787166640585], [20, 1, -0.07274417294767294], [0, 1, -0.03133556576813362], [0, 0.2903721776234057, 0.5], [5.442728604972747, 0, 0.5], [6.893164013454524, 0.5740853559189141, -0.16185125151941707], [10.761937976924163, 0.6238452407590908, -0.5]]",68.38262094497681
12,12,0.45436615918656326,"[[8.32144325626739, 0.08059720872106867, 0.014548073039231765], [17.05781274220757, 1, 0.5], [20, 0.08483391849706673, -0.5], [12.804490683768645, 0, 0.3387787166640585], [20, 1, -0.07274417294767294], [0, 1, -0.03133556576813362], [0, 0.2903721776234057, 0.5], [5.442728604972747, 0, 0.5], [6.893164013454524, 0.5740853559189141, -0.16185125151941707], [10.761937976924163, 0.6238452407590908, -0.5]]",74.08117269039154
13,13,0.45436615918656326,"[[8.32144325626739, 0.08059720872106867, 0.014548073039231765], [17.05781274220757, 1, 0.5], [20, 0.08483391849706673, -0.5], [12.804490683768645, 0, 0.3387787166640585], [20, 1, -0.07274417294767294], [0, 1, -0.03133556576813362], [0, 0.2903721776234057, 0.5], [5.442728604972747, 0, 0.5], [6.893164013454524, 0.5740853559189141, -0.16185125151941707], [10.761937976924163, 0.6238452407590908, -0.5]]",79.77972443580627
