,time,Schools,Schools,Schools,Schools,Schools,Schools,Schools,City,City,City,City,City,City,City,Suburbs,Suburbs,Suburbs,Suburbs,Suburbs,Suburbs,Suburbs,Trasportation,Trasportation,Travel_Schools,Travel_Schools,Travel_Schools,Travel_Schools,Travel_Schools,Travel_Schools,Travel_Schools,Travel_Schools,Travel_Schools,Travel_City,Travel_City,Travel_City,Travel_City,Travel_City,Travel_City,Travel_City,Travel_City,Travel_City,Travel_Suburbs,Travel_Suburbs,Travel_Suburbs,Travel_Suburbs,Travel_Suburbs,Travel_Suburbs,Travel_Suburbs,Travel_Suburbs,Travel_Suburbs
,t,faults,Infected,Susceptible,Recovered,In_R,Re_R,faults,faults,Infected,Susceptible,Recovered,In_R,Re_R,faults,faults,Infected,Susceptible,Recovered,In_R,Re_R,faults,faults,faults,In_I,In_S,In_R,Out_I,Out_S,Out_R,Stay_I,Stay_S,Stay_R,In_I,In_S,In_R,Out_I,Out_S,Out_R,Stay_I,Stay_S,Stay_R,In_I,In_S,In_R,Out_I,Out_S,Out_R,Stay_I,Stay_S,Stay_R
0,1,"{'nom', 'PL2', 'PL1'}",89.0,886.0,25.0,9.0,20.0,"{'nom', 'PL2', 'PL1'}","{'nom', 'PL2', 'PL1'}",89.0,886.0,25.0,9.0,20.0,"{'nom', 'PL2', 'PL1'}","{'nom', 'PL2', 'PL1'}",89.0,886.0,25.0,9.0,20.0,"{'nom', 'PL2', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,89,886,25,0,0,0,0,0,0,89,886,25,0,0,0,0,0,0,89,886,25
1,2,"{'nom', 'PL1'}",87.9854,873.1146,38.9,7.885400000000001,8.9,"{'nom', 'PL1'}","{'nom', 'PL1'}",87.9854,873.1146,38.9,7.885400000000001,8.9,"{'nom', 'PL1'}","{'nom', 'PL1'}",87.9854,873.1146,38.9,7.885400000000001,8.9,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,87,873,38,0,0,0,0,0,0,87,873,38,0,0,0,0,0,0,87,873,38
2,3,"{'nom', 'PL1'}",86.868993732684,860.432466267316,52.698539999999994,7.682133732684001,8.79854,"{'nom', 'PL1'}","{'nom', 'PL1'}",86.868993732684,860.432466267316,52.698539999999994,7.682133732684001,8.79854,"{'nom', 'PL1'}","{'nom', 'PL1'}",86.868993732684,860.432466267316,52.698539999999994,7.682133732684001,8.79854,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,86,860,52,0,0,0,0,0,0,86,860,52,0,0,0,0,0,0,86,860,52
3,4,"{'nom', 'PL1'}",85.65658461137294,847.9579760153587,66.3854393732684,7.474490251957333,8.6868993732684,"{'nom', 'PL1'}","{'nom', 'PL1'}",85.65658461137294,847.9579760153587,66.3854393732684,7.474490251957333,8.6868993732684,"{'nom', 'PL1'}","{'nom', 'PL1'}",85.65658461137294,847.9579760153587,66.3854393732684,7.474490251957333,8.6868993732684,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,85,847,66,0,0,0,0,0,0,85,847,66,0,0,0,0,0,0,85,847,66
4,5,"{'nom', 'PL1'}",84.35424456218045,835.6946576034138,79.95109783440569,7.2633184119448115,8.565658461137293,"{'nom', 'PL1'}","{'nom', 'PL1'}",84.35424456218045,835.6946576034138,79.95109783440569,7.2633184119448115,8.565658461137293,"{'nom', 'PL1'}","{'nom', 'PL1'}",84.35424456218045,835.6946576034138,79.95109783440569,7.2633184119448115,8.565658461137293,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,84,835,79,0,0,0,0,0,0,84,835,79,0,0,0,0,0,0,84,835,79
5,6,"{'nom', 'PL1'}",82.96825925864101,823.6452184507352,93.38652229062373,7.049439152678603,8.435424456218046,"{'nom', 'PL1'}","{'nom', 'PL1'}",82.96825925864101,823.6452184507352,93.38652229062373,7.049439152678603,8.435424456218046,"{'nom', 'PL1'}","{'nom', 'PL1'}",82.96825925864101,823.6452184507352,93.38652229062373,7.049439152678603,8.435424456218046,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,82,823,93,0,0,0,0,0,0,82,823,93,0,0,0,0,0,0,82,823,93
6,7,"{'nom', 'PL1'}",81.50507433493297,811.8115774485792,106.68334821648783,6.833641002156061,8.296825925864102,"{'nom', 'PL1'}","{'nom', 'PL1'}",81.50507433493297,811.8115774485792,106.68334821648783,6.833641002156061,8.296825925864102,"{'nom', 'PL1'}","{'nom', 'PL1'}",81.50507433493297,811.8115774485792,106.68334821648783,6.833641002156061,8.296825925864102,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,81,811,106,0,0,0,0,0,0,81,811,106,0,0,0,0,0,0,81,811,106
7,8,"{'nom', 'PL1'}",79.97124319803024,800.1949011519887,119.83385564998113,6.6166762965905646,8.150507433493297,"{'nom', 'PL1'}","{'nom', 'PL1'}",79.97124319803024,800.1949011519887,119.83385564998113,6.6166762965905646,8.150507433493297,"{'nom', 'PL1'}","{'nom', 'PL1'}",79.97124319803024,800.1949011519887,119.83385564998113,6.6166762965905646,8.150507433493297,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,79,800,119,0,0,0,0,0,0,79,800,119,0,0,0,0,0,0,79,800,119
8,9,"{'nom', 'PL1'}",78.37337698281216,788.7956430474037,132.83097996978415,6.399258104584946,7.9971243198030235,"{'nom', 'PL1'}","{'nom', 'PL1'}",78.37337698281216,788.7956430474037,132.83097996978415,6.399258104584946,7.9971243198030235,"{'nom', 'PL1'}","{'nom', 'PL1'}",78.37337698281216,788.7956430474037,132.83097996978415,6.399258104584946,7.9971243198030235,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,78,788,132,0,0,0,0,0,0,78,788,132,0,0,0,0,0,0,78,788,132
