,time,Schools,Schools,Schools,Schools,Schools,Schools,Schools,City,City,City,City,City,City,City,Suburbs,Suburbs,Suburbs,Suburbs,Suburbs,Suburbs,Suburbs,Trasportation,Trasportation,Travel_Schools,Travel_Schools,Travel_Schools,Travel_Schools,Travel_Schools,Travel_Schools,Travel_Schools,Travel_Schools,Travel_Schools,Travel_City,Travel_City,Travel_City,Travel_City,Travel_City,Travel_City,Travel_City,Travel_City,Travel_City,Travel_Suburbs,Travel_Suburbs,Travel_Suburbs,Travel_Suburbs,Travel_Suburbs,Travel_Suburbs,Travel_Suburbs,Travel_Suburbs,Travel_Suburbs
9,10,"{'nom', 'PL1'}",76.71809711402634,777.6135852179083,145.66831766806536,6.18205782949539,7.837337698281216,"{'nom', 'PL1'}","{'nom', 'PL1'}",76.71809711402634,777.6135852179083,145.66831766806536,6.18205782949539,7.837337698281216,"{'nom', 'PL1'}","{'nom', 'PL1'}",76.71809711402634,777.6135852179083,145.66831766806536,6.18205782949539,7.837337698281216,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,76,777,145,0,0,0,0,0,0,76,777,145,0,0,0,0,0,0,76,777,145
10,11,"{'nom', 'PL1'}",75.01199085741708,766.6478817631149,158.340127379468,5.965703454793369,7.671809711402633,"{'nom', 'PL1'}","{'nom', 'PL1'}",75.01199085741708,766.6478817631149,158.340127379468,5.965703454793369,7.671809711402633,"{'nom', 'PL1'}","{'nom', 'PL1'}",75.01199085741708,766.6478817631149,158.340127379468,5.965703454793369,7.671809711402633,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,75,766,158,0,0,0,0,0,0,75,766,158,0,0,0,0,0,0,75,766,158
11,12,"{'nom', 'PL1'}",73.26157016144266,755.8971033733476,170.8413264652097,5.750778389767294,7.501199085741708,"{'nom', 'PL1'}","{'nom', 'PL1'}",73.26157016144266,755.8971033733476,170.8413264652097,5.750778389767294,7.501199085741708,"{'nom', 'PL1'}","{'nom', 'PL1'}",73.26157016144266,755.8971033733476,170.8413264652097,5.750778389767294,7.501199085741708,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,73,755,170,0,0,0,0,0,0,73,755,170,0,0,0,0,0,0,73,755,170
12,13,"{'nom', 'PL1'}",71.47323401266017,745.3592825059858,183.16748348135397,5.537820867361778,7.326157016144267,"{'nom', 'PL1'}","{'nom', 'PL1'}",71.47323401266017,745.3592825059858,183.16748348135397,5.537820867361778,7.326157016144267,"{'nom', 'PL1'}","{'nom', 'PL1'}",71.47323401266017,745.3592825059858,183.16748348135397,5.537820867361778,7.326157016144267,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,71,745,183,0,0,0,0,0,0,71,745,183,0,0,0,0,0,0,71,745,183
13,14,"{'nom', 'PL1'}",69.65323445360004,735.03195866378,195.31480688262,5.327323842205881,7.147323401266017,"{'nom', 'PL1'}","{'nom', 'PL1'}",69.65323445360004,735.03195866378,195.31480688262,5.327323842205881,7.147323401266017,"{'nom', 'PL1'}","{'nom', 'PL1'}",69.65323445360004,735.03195866378,195.31480688262,5.327323842205881,7.147323401266017,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,69,735,195,0,0,0,0,0,0,69,735,195,0,0,0,0,0,0,69,735,195
14,15,"{'nom', 'PL1'}",67.80764634300974,724.9122233290102,207.28013032798,5.119735334769712,6.965323445360004,"{'nom', 'PL1'}","{'nom', 'PL1'}",67.80764634300974,724.9122233290102,207.28013032798,5.119735334769712,6.965323445360004,"{'nom', 'PL1'}","{'nom', 'PL1'}",67.80764634300974,724.9122233290102,207.28013032798,5.119735334769712,6.965323445360004,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,67,724,207,0,0,0,0,0,0,67,724,207,0,0,0,0,0,0,67,724,207
15,16,"{'nom', 'PL1'}",65.9423408756306,714.9967641620883,219.06089496228097,4.915459166921842,6.780764634300974,"{'nom', 'PL1'}","{'nom', 'PL1'}",65.9423408756306,714.9967641620883,219.06089496228097,4.915459166921842,6.780764634300974,"{'nom', 'PL1'}","{'nom', 'PL1'}",65.9423408756306,714.9967641620883,219.06089496228097,4.915459166921842,6.780764634300974,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,65,714,219,0,0,0,0,0,0,65,714,219,0,0,0,0,0,0,65,714,219
16,17,"{'nom', 'PL1'}",64.06296282280248,705.2819081273534,230.65512904984402,4.71485603473493,6.594234087563061,"{'nom', 'PL1'}","{'nom', 'PL1'}",64.06296282280248,705.2819081273534,230.65512904984402,4.71485603473493,6.594234087563061,"{'nom', 'PL1'}","{'nom', 'PL1'}",64.06296282280248,705.2819081273534,230.65512904984402,4.71485603473493,6.594234087563061,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,64,705,230,0,0,0,0,0,0,64,705,230,0,0,0,0,0,0,64,705,230
17,18,"{'nom', 'PL1'}",62.174911406518014,695.7636632613576,242.06142533212426,4.518244865995784,6.406296282280247,"{'nom', 'PL1'}","{'nom', 'PL1'}",62.174911406518014,695.7636632613576,242.06142533212426,4.518244865995784,6.406296282280247,"{'nom', 'PL1'}","{'nom', 'PL1'}",62.174911406518014,695.7636632613576,242.06142533212426,4.518244865995784,6.406296282280247,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,62,695,242,0,0,0,0,0,0,62,695,242,0,0,0,0,0,0,62,695,242
18,19,"{'nom', 'PL1'}",60.283324678181145,686.4377588490427,253.27891647277605,4.325904412314935,6.217491140651801,"{'nom', 'PL1'}","{'nom', 'PL1'}",60.283324678181145,686.4377588490427,253.27891647277605,4.325904412314935,6.217491140651801,"{'nom', 'PL1'}","{'nom', 'PL1'}",60.283324678181145,686.4377588490427,253.27891647277605,4.325904412314935,6.217491140651801,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,60,686,253,0,0,0,0,0,0,60,686,253,0,0,0,0,0,0,60,686,253
19,20,"{'nom', 'PL1'}",58.393067239169014,677.2996838202367,264.30724894059415,4.138075028805985,6.028332467818115,"{'nom', 'PL1'}","{'nom', 'PL1'}",58.393067239169014,677.2996838202367,264.30724894059415,4.138075028805985,6.028332467818115,"{'nom', 'PL1'}","{'nom', 'PL1'}",58.393067239169014,677.2996838202367,264.30724894059415,4.138075028805985,6.028332467818115,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,58,677,264,0,0,0,0,0,0,58,677,264,0,0,0,0,0,0,58,677,264
20,21,"{'nom', 'PL1'}",56.50872111309041,668.3447232223984,275.146555664511,3.9549605978382996,5.839306723916901,"{'nom', 'PL1'}","{'nom', 'PL1'}",56.50872111309041,668.3447232223984,275.146555664511,3.9549605978382996,5.839306723916901,"{'nom', 'PL1'}","{'nom', 'PL1'}",56.50872111309041,668.3447232223984,275.146555664511,3.9549605978382996,5.839306723916901,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,56,668,275,0,0,0,0,0,0,56,668,275,0,0,0,0,0,0,56,668,275
21,22,"{'nom', 'PL1'}",54.63457955897938,659.5679926652004,285.79742777582004,3.7767305571980114,5.650872111309041,"{'nom', 'PL1'}","{'nom', 'PL1'}",54.63457955897938,659.5679926652004,285.79742777582004,3.7767305571980114,5.650872111309041,"{'nom', 'PL1'}","{'nom', 'PL1'}",54.63457955897938,659.5679926652004,285.79742777582004,3.7767305571980114,5.650872111309041,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,54,659,285,0,0,0,0,0,0,54,659,285,0,0,0,0,0,0,54,659,285
22,23,"{'nom', 'PL1'}",52.77464360006377,650.9644706682182,296.26088573171796,3.6035219969823227,5.463457955897939,"{'nom', 'PL1'}","{'nom', 'PL1'}",52.77464360006377,650.9644706682182,296.26088573171796,3.6035219969823227,5.463457955897939,"{'nom', 'PL1'}","{'nom', 'PL1'}",52.77464360006377,650.9644706682182,296.26088573171796,3.6035219969823227,5.463457955897939,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,52,650,296,0,0,0,0,0,0,52,650,296,0,0,0,0,0,0,52,650,296
23,24,"{'nom', 'PL1'}",50.93262103363933,642.5290288746362,306.53835009172434,3.4354417935819384,5.277464360006377,"{'nom', 'PL1'}","{'nom', 'PL1'}",50.93262103363933,642.5290288746362,306.53835009172434,3.4354417935819384,5.277464360006377,"{'nom', 'PL1'}","{'nom', 'PL1'}",50.93262103363933,642.5290288746362,306.53835009172434,3.4354417935819384,5.277464360006377,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,50,642,306,0,0,0,0,0,0,50,642,306,0,0,0,0,0,0,50,642,306
24,25,"{'nom', 'PL1'}",49.11192768335381,634.2564601215578,316.6316121950883,3.272568753078415,5.093262103363933,"{'nom', 'PL1'}","{'nom', 'PL1'}",49.11192768335381,634.2564601215578,316.6316121950883,3.272568753078415,5.093262103363933,"{'nom', 'PL1'}","{'nom', 'PL1'}",49.11192768335381,634.2564601215578,316.6316121950883,3.272568753078415,5.093262103363933,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,49,634,316,0,0,0,0,0,0,49,634,316,0,0,0,0,0,0,49,634,316
25,26,{'nom'},50.43064639545642,628.0265486411198,321.54280496342363,6.229911480437986,4.911192768335381,{'nom'},{'nom'},50.43064639545642,628.0265486411198,321.54280496342363,6.229911480437986,4.911192768335381,{'nom'},{'nom'},50.43064639545642,628.0265486411198,321.54280496342363,6.229911480437986,4.911192768335381,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,50,628,321,0,0,0,0,0,0,50,628,321,0,0,0,0,0,0,50,628,321
26,27,"{'nom', 'PL1'}",48.5547602360587,619.8593701609719,331.5858696029693,3.167178480147923,5.043064639545642,"{'nom', 'PL1'}","{'nom', 'PL1'}",48.5547602360587,619.8593701609719,331.5858696029693,3.167178480147923,5.043064639545642,"{'nom', 'PL1'}","{'nom', 'PL1'}",48.5547602360587,619.8593701609719,331.5858696029693,3.167178480147923,5.043064639545642,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,48,619,331,0,0,0,0,0,0,48,619,331,0,0,0,0,0,0,48,619,331
27,28,{'nom'},49.7187088321009,613.8399455413239,336.4413456265752,6.01942461964807,4.85547602360587,{'nom'},{'nom'},49.7187088321009,613.8399455413239,336.4413456265752,6.01942461964807,4.85547602360587,{'nom'},{'nom'},49.7187088321009,613.8399455413239,336.4413456265752,6.01942461964807,4.85547602360587,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,49,613,336,0,0,0,0,0,0,49,613,336,0,0,0,0,0,0,49,613,336
28,29,{'nom'},50.85070385326716,607.7360796369476,341.4132165097853,6.1038659043763515,4.97187088321009,{'nom'},{'nom'},50.85070385326716,607.7360796369476,341.4132165097853,6.1038659043763515,4.97187088321009,{'nom'},{'nom'},50.85070385326716,607.7360796369476,341.4132165097853,6.1038659043763515,4.97187088321009,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,50,607,341,0,0,0,0,0,0,50,607,341,0,0,0,0,0,0,50,607,341
29,30,"{'nom', 'PL1'}",48.85601420859685,599.6456988962912,351.498286895112,3.0903807406564012,5.085070385326716,"{'nom', 'PL1'}","{'nom', 'PL1'}",48.85601420859685,599.6456988962912,351.498286895112,3.0903807406564012,5.085070385326716,"{'nom', 'PL1'}","{'nom', 'PL1'}",48.85601420859685,599.6456988962912,351.498286895112,3.0903807406564012,5.085070385326716,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,48,599,351,0,0,0,0,0,0,48,599,351,0,0,0,0,0,0,48,599,351
30,31,{'nom'},49.8296725448174,593.7864391392109,356.3838883159717,5.859259757080237,4.885601420859684,{'nom'},{'nom'},49.8296725448174,593.7864391392109,356.3838883159717,5.859259757080237,4.885601420859684,{'nom'},{'nom'},49.8296725448174,593.7864391392109,356.3838883159717,5.859259757080237,4.885601420859684,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,49,593,356,0,0,0,0,0,0,49,593,356,0,0,0,0,0,0,49,593,356
31,32,{'nom'},50.76434205510766,587.8688023744388,361.3668555704535,5.917636764772005,4.98296725448174,{'nom'},{'nom'},50.76434205510766,587.8688023744388,361.3668555704535,5.917636764772005,4.98296725448174,{'nom'},{'nom'},50.76434205510766,587.8688023744388,361.3668555704535,5.917636764772005,4.98296725448174,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,50,587,361,0,0,0,0,0,0,50,587,361,0,0,0,0,0,0,50,587,361
32,33,"{'nom', 'PL1'}",48.672185146323145,579.8845250777125,371.4432897759643,2.98427729672625,5.0764342055107665,"{'nom', 'PL1'}","{'nom', 'PL1'}",48.672185146323145,579.8845250777125,371.4432897759643,2.98427729672625,5.0764342055107665,"{'nom', 'PL1'}","{'nom', 'PL1'}",48.672185146323145,579.8845250777125,371.4432897759643,2.98427729672625,5.0764342055107665,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,48,579,371,0,0,0,0,0,0,48,579,371,0,0,0,0,0,0,48,579,371
33,34,{'nom'},49.44981602530485,574.2396756840985,376.3105082905966,5.6448493936140185,4.867218514632315,{'nom'},{'nom'},49.44981602530485,574.2396756840985,376.3105082905966,5.6448493936140185,4.867218514632315,{'nom'},{'nom'},49.44981602530485,574.2396756840985,376.3105082905966,5.6448493936140185,4.867218514632315,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,49,574,376,0,0,0,0,0,0,49,574,376,0,0,0,0,0,0,49,574,376
34,35,{'nom'},50.184043686176246,568.5604664206967,381.2554898931271,5.679209263401879,4.9449816025304845,{'nom'},{'nom'},50.184043686176246,568.5604664206967,381.2554898931271,5.679209263401879,4.9449816025304845,{'nom'},{'nom'},50.184043686176246,568.5604664206967,381.2554898931271,5.679209263401879,4.9449816025304845,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,50,568,381,0,0,0,0,0,0,50,568,381,0,0,0,0,0,0,50,568,381
35,36,"{'nom', 'PL1'}",48.01890564606752,560.7072000921878,391.2738942617447,2.853266328508899,5.018404368617625,"{'nom', 'PL1'}","{'nom', 'PL1'}",48.01890564606752,560.7072000921878,391.2738942617447,2.853266328508899,5.018404368617625,"{'nom', 'PL1'}","{'nom', 'PL1'}",48.01890564606752,560.7072000921878,391.2738942617447,2.853266328508899,5.018404368617625,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,48,560,391,0,0,0,0,0,0,48,560,391,0,0,0,0,0,0,48,560,391
36,37,{'nom'},48.601924308720264,555.3222908649283,396.0757848263515,5.384909227259494,4.801890564606753,{'nom'},{'nom'},48.601924308720264,555.3222908649283,396.0757848263515,5.384909227259494,4.801890564606753,{'nom'},{'nom'},48.601924308720264,555.3222908649283,396.0757848263515,5.384909227259494,4.801890564606753,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,48,555,396,0,0,0,0,0,0,48,555,396,0,0,0,0,0,0,48,555,396
37,38,{'nom'},49.139678267360715,549.9243444754158,400.9359772572235,5.3979463895124775,4.860192430872027,{'nom'},{'nom'},49.139678267360715,549.9243444754158,400.9359772572235,5.3979463895124775,4.860192430872027,{'nom'},{'nom'},49.139678267360715,549.9243444754158,400.9359772572235,5.3979463895124775,4.860192430872027,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,49,549,400,0,0,0,0,0,0,49,549,400,0,0,0,0,0,0,49,549,400
38,39,{'nom'},49.630331512406876,544.5197234036335,405.8499450839596,5.404621071782235,4.913967826736071,{'nom'},{'nom'},49.630331512406876,544.5197234036335,405.8499450839596,5.404621071782235,4.913967826736071,{'nom'},{'nom'},49.630331512406876,544.5197234036335,405.8499450839596,5.404621071782235,4.913967826736071,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,49,544,405,0,0,0,0,0,0,49,544,405,0,0,0,0,0,0,49,544,405
39,40,{'nom'},50.07223723867948,539.1147845261203,410.81297823520026,5.404938877513286,4.963033151240688,{'nom'},{'nom'},50.07223723867948,539.1147845261203,410.81297823520026,5.404938877513286,4.963033151240688,{'nom'},{'nom'},50.07223723867948,539.1147845261203,410.81297823520026,5.404938877513286,4.963033151240688,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,50,539,410,0,0,0,0,0,0,50,539,410,0,0,0,0,0,0,50,539,410
40,41,"{'nom', 'PL1'}",47.764481853778676,531.4153161871532,420.8202019590682,2.6994683389671463,5.007223723867948,"{'nom', 'PL1'}","{'nom', 'PL1'}",47.764481853778676,531.4153161871532,420.8202019590682,2.6994683389671463,5.007223723867948,"{'nom', 'PL1'}","{'nom', 'PL1'}",47.764481853778676,531.4153161871532,420.8202019590682,2.6994683389671463,5.007223723867948,"{'nom', 'PL1'}",{'nom'},{'nom'},0,0,0,0,0,0,47,531,420,0,0,0,0,0,0,47,531,420,0,0,0,0,0,0,47,531,420
41,42,{'nom'},48.064589113769074,526.3387607417849,425.5966501444461,5.0765554453682675,4.776448185377868,{'nom'},{'nom'},48.064589113769074,526.3387607417849,425.5966501444461,5.0765554453682675,4.776448185377868,{'nom'},{'nom'},48.064589113769074,526.3387607417849,425.5966501444461,5.0765554453682675,4.776448185377868,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,48,526,425,0,0,0,0,0,0,48,526,425,0,0,0,0,0,0,48,526,425
42,43,{'nom'},48.31778145633302,521.279109487844,430.403109055823,5.059651253940859,4.806458911376907,{'nom'},{'nom'},48.31778145633302,521.279109487844,430.403109055823,5.059651253940859,4.806458911376907,{'nom'},{'nom'},48.31778145633302,521.279109487844,430.403109055823,5.059651253940859,4.806458911376907,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,48,521,430,0,0,0,0,0,0,48,521,430,0,0,0,0,0,0,48,521,430
43,44,{'nom'},48.523413328696826,516.2416994698469,435.2348872014563,5.037410017997108,4.831778145633303,{'nom'},{'nom'},48.523413328696826,516.2416994698469,435.2348872014563,5.037410017997108,4.831778145633303,{'nom'},{'nom'},48.523413328696826,516.2416994698469,435.2348872014563,5.037410017997108,4.831778145633303,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,48,516,435,0,0,0,0,0,0,48,516,435,0,0,0,0,0,0,48,516,435
44,45,{'nom'},48.681033868004,511.2317375976701,440.08722853432596,5.009961872176855,4.852341332869683,{'nom'},{'nom'},48.681033868004,511.2317375976701,440.08722853432596,5.009961872176855,4.852341332869683,{'nom'},{'nom'},48.681033868004,511.2317375976701,440.08722853432596,5.009961872176855,4.852341332869683,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,48,511,440,0,0,0,0,0,0,48,511,440,0,0,0,0,0,0,48,511,440
45,46,{'nom'},48.790388387681745,506.2542796911919,444.95533192112634,4.977457906478143,4.8681033868004,{'nom'},{'nom'},48.790388387681745,506.2542796911919,444.95533192112634,4.977457906478143,4.8681033868004,{'nom'},{'nom'},48.790388387681745,506.2542796911919,444.95533192112634,4.977457906478143,4.8681033868004,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,48,506,444,0,0,0,0,0,0,48,506,444,0,0,0,0,0,0,48,506,444
46,47,{'nom'},48.851418134725435,501.3142111053801,449.8343707598945,4.940068585811863,4.8790388387681745,{'nom'},{'nom'},48.851418134725435,501.3142111053801,449.8343707598945,4.940068585811863,4.8790388387681745,{'nom'},{'nom'},48.851418134725435,501.3142111053801,449.8343707598945,4.940068585811863,4.8790388387681745,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,48,501,449,0,0,0,0,0,0,48,501,449,0,0,0,0,0,0,48,501,449
47,48,{'nom'},48.86425834997068,496.4162290766623,454.71951257336707,4.897982028717788,4.8851418134725435,{'nom'},{'nom'},48.86425834997068,496.4162290766623,454.71951257336707,4.897982028717788,4.8851418134725435,{'nom'},{'nom'},48.86425834997068,496.4162290766623,454.71951257336707,4.897982028717788,4.8851418134725435,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,48,496,454,0,0,0,0,0,0,48,496,454,0,0,0,0,0,0,48,496,454
48,49,{'nom'},48.82923468831767,491.56482690331825,459.6059384083641,4.851402173344051,4.886425834997068,{'nom'},{'nom'},48.82923468831767,491.56482690331825,459.6059384083641,4.851402173344051,4.886425834997068,{'nom'},{'nom'},48.82923468831767,491.56482690331825,459.6059384083641,4.851402173344051,4.886425834997068,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,48,491,459,0,0,0,0,0,0,48,491,459,0,0,0,0,0,0,48,491,459
49,50,{'nom'},48.74685807896278,486.7642800438414,464.4888618771959,4.800546859476876,4.882923468831767,{'nom'},{'nom'},48.74685807896278,486.7642800438414,464.4888618771959,4.800546859476876,4.882923468831767,{'nom'},{'nom'},48.74685807896278,486.7642800438414,464.4888618771959,4.800546859476876,4.882923468831767,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,48,486,464,0,0,0,0,0,0,48,486,464,0,0,0,0,0,0,48,486,464
50,51,{'nom'},48.61781812650763,482.01863418840026,469.3635476850922,4.7456458554411265,4.874685807896278,{'nom'},{'nom'},48.61781812650763,482.01863418840026,469.3635476850922,4.7456458554411265,4.874685807896278,{'nom'},{'nom'},48.61781812650763,482.01863418840026,469.3635476850922,4.7456458554411265,4.874685807896278,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,48,482,469,0,0,0,0,0,0,48,482,469,0,0,0,0,0,0,48,482,469
51,52,{'nom'},48.44297517196872,477.3316953302884,474.22532949774296,4.686938858111851,4.861781812650763,{'nom'},{'nom'},48.44297517196872,477.3316953302884,474.22532949774296,4.686938858111851,4.861781812650763,{'nom'},{'nom'},48.44297517196872,477.3316953302884,474.22532949774296,4.686938858111851,4.861781812650763,{'nom'},{'nom'},{'nom'},0,0,0,0,0,0,48,477,474,0,0,0,0,0,0,48,477,474,0,0,0,0,0,0,48,477,474
